type,dest_id,dest_name,other_id,other_name,dist_m
hotel-dup,3644,Amara Hotel and Guest House,3553,Amara Hotel and Guest House,0
hotel-dup,3643,Hair Hotel,3552,Hair Hotel,0
hotel-dup,3642,Dipika Guest House and Restaurant,3551,Dipika Guest House and Restaurant,0
hotel-dup,3641,Hotel Home Guest House,3550,Hotel Home Guest House,0
hotel-dup,3640,Bisram Guest House,3549,Bisram Guest House,0
hotel-dup,3639,City Guest House,3548,City Guest House,0
hotel-dup,3638,Hotel Happy Stay,3547,Hotel Happy Stay,0
hotel-dup,3637,Hotel Trimurti Pvt.Ltd,3546,Hotel Trimurti Pvt.Ltd,0
hotel-dup,3636,Hotel Sewantika Pvt.Ltd,3545,Hotel Sewantika Pvt.Ltd,0
hotel-dup,3635,Monalisha Hotel And Lodge,3544,Monalisha Hotel And Lodge,0
hotel-dup,3634,New Illameli Guest House,3543,New Illameli Guest House,0
hotel-dup,3633,Welcome Guest House,3542,Welcome Guest House,0
hotel-dup,3632,New Samyukta Guest House,3541,New Samyukta Guest House,0
hotel-dup,3631,Sevika Guest House,3540,Sevika Guest House,0
hotel-dup,3630,Aakashey Pul Guest House And Resturant And Thakali Bansa Ghar,3539,Aakashey Pul Guest House And Resturant And Thakali Bansa Ghar,0
hotel-dup,3629,Ramailo Lodge And Bhojanayala,3538,Ramailo Lodge And Bhojanayala,0
hotel-dup,3628,Indreni Hotel And Guest House,3537,Indreni Hotel And Guest House,0
hotel-dup,3627,Hotel Indreni And Lodge,3536,Hotel Indreni And Lodge,0
hotel-dup,3622,police guest house,3534,police guest house,0
hotel-dup,3618,Sambanda Guest House And Special Sekuwaa House,3530,Sambanda Guest House And Special Sekuwaa House,0
hotel-dup,3617,Tiger Of Jiri Hotel,1639,Tiger Of Jiri Hotel,0
hotel-dup,3614,Hotel Kimbu,3883,Hotel Kimbu,0
hotel-dup,3612,K. B. Guest House,3881,K. B. Guest House,0
hotel-dup,3610,Madhuban Hotel,3529,Madhuban Hotel,0
hotel-dup,3609,Himalayan Panchpokhari Hotel & Bar,3528,Himalayan Panchpokhari Hotel & Bar,0
hotel-dup,3608,Rara Guest House and Resturant,3527,Rara Guest House and Resturant,0
hotel-dup,3607,New Soni Guest House,3526,New Soni Guest House,0
hotel-dup,3606,Hotel Meridian Nepal Pvt.Ltd,3525,Hotel Meridian Nepal Pvt.Ltd,0
hotel-dup,3605,Hotel Shalimar,3524,Hotel Shalimar,0
hotel-dup,3603,Global Hotel,3522,Global Hotel,0
hotel-dup,3602,Vivantta Hotel,3521,Vivantta Hotel,0
hotel-dup,3588,Hotel Nova Nook,3519,Hotel Nova Nook,0
hotel-dup,3573,Shangri-La blu hotel,3878,Shangri-La blu hotel,0
hotel-dup,3459,Kalopani Guesthouse,4184,Kalopani Guesthouse,0
hotel-dup,3451,Hotel Ranjeu & Restaurant,2768,Hotel Ranjeu & Restaurant,0
hotel-dup,3450,Hotel Royal Mountain & Restaurant,2767,Hotel Royal Mountain & Restaurant,0
hotel-dup,3449,Hotel Mountain View & Restaurant,2766,Hotel Mountain View & Restaurant,0
hotel-dup,3442,Kusang Hotel & Restaurant,4050,Kusang Hotel & Restaurant,0
hotel-dup,3440,Gurungseni Hotel and Restaurant,4049,Gurungseni Hotel and Restaurant,0
hotel-dup,3439,Lho Norbu Hotel,1865,Lho Norbu Hotel,0
hotel-dup,3438,Lama Guest House,1864,Lama Guest House,0
hotel-dup,3437,Hamra Khaja Ghar Hotel,1863,Hamra Khaja Ghar Hotel,0
hotel-dup,3436,Norgyun Hotel,1862,Norgyun Hotel,0
hotel-dup,3435,Himal chuli hotel,1861,Himal chuli hotel,0
hotel-dup,3388,Hotel Jampa,3518,Hotel Jampa,0
hotel-dup,3333,Unique Guest House,3516,Unique Guest House,0
hotel-dup,3332,Hotel Hardik,3515,Hotel Hardik,0
hotel-dup,3330,Khotanghalesi guest house,3514,Khotanghalesi guest house,0
hotel-dup,3329,Sagarmatha top guest house,3513,Sagarmatha top guest house,0
hotel-dup,3328,Gorkhali guest house,3512,Gorkhali guest house,0
hotel-dup,3327,Sher Kanchanjanga guest house,3511,Sher Kanchanjanga guest house,0
hotel-dup,3326,Taplejung Dhankuta guest house,3510,Taplejung Dhankuta guest house,0
hotel-dup,3325,Gimiko guest house,3509,Gimiko guest house,0
hotel-dup,3324,3D Guest house,3508,3D Guest house,0
hotel-dup,3313,Hotel Bhu. Pu. Sainik Khaja Ghar and Guest House,1780,Hotel Bhu. Pu. Sainik Khaja Ghar and Guest House,0
hotel-dup,3312,Sainik Hotel and Guest House,1779,Sainik Hotel and Guest House,0
hotel-dup,3311,Shrestha Guest House,1778,Shrestha Guest House,0
hotel-dup,3310,Narayan Bicaneri Hotel,1777,Narayan Bicaneri Hotel,0
hotel-dup,3309,New Madina Hotel,1776,New Madina Hotel,0
hotel-dup,3308,Aama Hotel,1775,Aama Hotel,0
hotel-dup,3307,Madina Hotel,1774,Madina Hotel,0
hotel-dup,3305,Hotel Sakar  Restaurant and Lodge,4981,Hotel Sakar  Restaurant and Lodge,0
hotel-dup,3302,Muktinath Hotel,2765,Muktinath Hotel,0
hotel-dup,3299,Fair Mount Hotel,2764,Fair Mount Hotel,0
hotel-dup,3234,Boudha Boutique Hotel,3507,Boudha Boutique Hotel,0
hotel-dup,3233,Hotel Butsugen,3506,Hotel Butsugen,0
hotel-dup,3230,HOTEL RANI MAHAL PVT. LTD.,3504,HOTEL RANI MAHAL PVT. LTD.,0
hotel-dup,3229,Hotel Sunset View,3503,Hotel Sunset View,0
hotel-dup,3228,ARYAL INT'L HOTEL,3502,ARYAL INT'L HOTEL,0
hotel-dup,3227,AI boutique Hotel,3501,AI boutique Hotel,0
hotel-dup,3226,Chesspane Pahunghar Homestay,2761,Chesspane Pahunghar Homestay,0
hotel-dup,3225,River View Hotel Lodge,2760,River View Hotel Lodge,0
hotel-dup,3224,Rupakot Guest House Resturant & Bar,2759,Rupakot Guest House Resturant & Bar,0
hotel-dup,3213,Friend's Lake Inn,2757,Friend's Lake Inn,0
hotel-dup,3178,Hotel Icefall,2756,Hotel Icefall,0
hotel-dup,3177,Maya's Inn,4183,Maya's Inn,0
hotel-dup,3175,Hotel Mother's & Lalupate restaurant,3950,Hotel Mother's & Lalupate restaurant,0
hotel-dup,3174,HOTEL MOUNTAIN VIEW ROOFTOP RESTAURANT,3949,HOTEL MOUNTAIN VIEW ROOFTOP RESTAURANT,0
hotel-dup,3172,Hotel Mountain Peak,2755,Hotel Mountain Peak,0
hotel-dup,3171,Labin Cottage,2754,Labin Cottage,0
hotel-dup,3149,Hotel Task International,2752,Hotel Task International,0
hotel-dup,3148,Hotel Luna Kathmandu,3497,Hotel Luna Kathmandu,0
hotel-dup,3141,New White Lotus Guest House And Roof Top Garden,3496,New White Lotus Guest House And Roof Top Garden,0
hotel-dup,3140,Sky Line Hotel,3495,Sky Line Hotel,0
hotel-dup,3138,Thamel Peace Villa Hotel,3493,Thamel Peace Villa Hotel,0
hotel-dup,3137,Hotel Nepal Tara,3492,Hotel Nepal Tara,0
hotel-dup,3136,Hotel Seven Star Pvt Ltd,3491,Hotel Seven Star Pvt Ltd,0
hotel-dup,3134,Hotel Agaman With Apartment,3489,Hotel Agaman With Apartment,0
hotel-dup,3133,New Shree Guest House,3488,New Shree Guest House,0
hotel-dup,3131,Hotel President Thamel,3486,Hotel President Thamel,0
hotel-dup,3130,Kathmandu Guest House,3485,Kathmandu Guest House,0
hotel-dup,3128,Hotel Namaste And Spa,3484,Hotel Namaste And Spa,0
hotel-dup,3127,The Address Kathmandu Hotel,3483,The Address Kathmandu Hotel,0
hotel-dup,3125,The Kathamndu Hotel Pvt. Ltd,3482,The Kathamndu Hotel Pvt. Ltd,0
hotel-dup,3124,Oscar Guest House,3481,Oscar Guest House,0
hotel-dup,3122,Hotel Travelers Home,3479,Hotel Travelers Home,0
hotel-dup,3120,Hotel Green Horizon,3477,Hotel Green Horizon,0
hotel-dup,3119,Hotel Yukhang,3476,Hotel Yukhang,0
hotel-dup,3115,Hotel De Universe,3473,Hotel De Universe,0
hotel-dup,3114,Fujiya Guest House,3472,Fujiya Guest House,0
hotel-dup,3113,Kathmandu Regency Hotel,3471,Kathmandu Regency Hotel,0
hotel-dup,3112,Tibet Guest House,3470,Tibet Guest House,0
hotel-dup,3111,Hotel Thamel House,3469,Hotel Thamel House,0
hotel-dup,3110,Hotel Felicity Pvt. Ltd.,3468,Hotel Felicity Pvt. Ltd.,0
hotel-dup,3109,Hotel Namtso,3467,Hotel Namtso,0
hotel-dup,3108,Hotel Blue Diamond Pvt.Ltd,3466,Hotel Blue Diamond Pvt.Ltd,0
hotel-dup,3107,Jyatha Inn Guest House,3465,Jyatha Inn Guest House,0
hotel-dup,3106,Buddha Bagaicha Hotel Pvt.Ltd,3464,Buddha Bagaicha Hotel Pvt.Ltd,0
hotel-dup,3105,Lhasa Guest House,3463,Lhasa Guest House,0
hotel-dup,3101,Annapurna Guest house,3459,Annapurna Guest house,0
hotel-dup,3100,Hotel Bright Star,3458,Hotel Bright Star,0
hotel-dup,3096,Souvenir Guest House,3454,Souvenir Guest House,0
hotel-dup,3091,Hotel buddy,3450,Hotel buddy,0
hotel-dup,3084,Amar Hotel,3448,Amar Hotel,0
hotel-dup,3082,Rosebud Hotel & Resort,3446,Rosebud Hotel & Resort,0
hotel-dup,3081,Platinum Hotel,3445,Platinum Hotel,0
hotel-dup,3078,Fairmount Hotel,2751,Fairmount Hotel,0
hotel-dup,3077,Maula Cottage,2750,Maula Cottage,0
hotel-dup,3068,Ramada Encore Hotel,3442,Ramada Encore Hotel,0
hotel-dup,3067,Four Seasons Boutique Hotel & Spa,3441,Four Seasons Boutique Hotel & Spa,0
hotel-dup,3066,Aria Boutique Hotel & Spa,3440,Aria Boutique Hotel & Spa,0
hotel-dup,3065,Traditional Comfort- A Boutique Hotel,3439,Traditional Comfort- A Boutique Hotel,0
hotel-dup,3064,The Everest Hotel Kathmandu,3438,The Everest Hotel Kathmandu,0
hotel-dup,3063,Hotel Sagarmatha and Lodge,3437,Hotel Sagarmatha and Lodge,0
hotel-dup,3062,Hotel Jyoti and Guest House,3436,Hotel Jyoti and Guest House,0
hotel-dup,3061,Hotel Adhar and Guest House,3435,Hotel Adhar and Guest House,0
hotel-dup,3060,Hotel Surya,3434,Hotel Surya,0
hotel-dup,3054,Kasthamandap Boutique Hotel,3433,Kasthamandap Boutique Hotel,0
hotel-dup,3053,Hotel Everest Nepal,3432,Hotel Everest Nepal,0
hotel-dup,3051,Hotel Arts,3430,Hotel Arts,0
hotel-dup,3046,Shiva Shankhar Hotel,3429,Shiva Shankhar Hotel,0
hotel-dup,3045,Hotel Ananda Pashupati P Ltd,3428,Hotel Ananda Pashupati P Ltd,0
hotel-dup,3044,Comfort Inn Hotel and Apartments,3427,Comfort Inn Hotel and Apartments,0
hotel-dup,3042,Readers Inn,3425,Readers Inn,0
hotel-dup,3041,Hotel Narayana,3424,Hotel Narayana,0
hotel-dup,3038,Dom Himalaya Hotel,3423,Dom Himalaya Hotel,0
hotel-dup,3037,Hotel Lily,3422,Hotel Lily,0
hotel-dup,3036,Holyland Guest House,3421,Holyland Guest House,0
hotel-dup,3035,Hotel Festoon,3420,Hotel Festoon,0
hotel-dup,3034,Mirage Lords Inn,3419,Mirage Lords Inn,0
hotel-dup,3033,Shiva Tirupati Hotel,3418,Shiva Tirupati Hotel,0
hotel-dup,3031,Taleju Boutique Hotel,3417,Taleju Boutique Hotel,0
hotel-dup,3030,Skyline Hotel,3495,Sky Line Hotel,36
hotel-dup,3027,Thamel Eco Resort,3414,Thamel Eco Resort,0
hotel-dup,3025,Hotel Holiday Taj,3412,Hotel Holiday Taj,0
hotel-dup,3024,Hotel Thorong Peak,3411,Hotel Thorong Peak,0
hotel-dup,3023,Hotel Shivam Plaza Pvt. Ltd.,3410,Hotel Shivam Plaza Pvt. Ltd.,0
hotel-dup,3022,Hotel Crown Plaza,3409,Hotel Crown Plaza,0
hotel-dup,3021,Hotel Prince Plaza Pvt. Ltd.,3408,Hotel Prince Plaza Pvt. Ltd.,0
hotel-dup,3019,Hotel Landmark Kathmandu,3406,Hotel Landmark Kathmandu,0
hotel-dup,3018,Airport Hotel,3405,Airport Hotel,0
hotel-dup,3017,Hotel Everest Mount Holiday,3404,Hotel Everest Mount Holiday,0
hotel-dup,3016,Hotel Le Himalya,3403,Hotel Le Himalya,0
hotel-dup,3015,New Hotel Panda,3402,New Hotel Panda,0
hotel-dup,3013,Hotel Access Nepal,3401,Hotel Access Nepal,0
hotel-dup,2983,Tamu hotel,3948,Tamu hotel,0
hotel-dup,2946,Bhadrasingh Homestay,2749,Bhadrasingh Homestay,0
hotel-dup,2929,Kathmandu Marriott Hotel,3396,Kathmandu Marriott Hotel,0
hotel-dup,2923,Thamel Villa Heritage Hotel,3394,Thamel Villa Heritage Hotel,0
hotel-dup,2915,Gurung Lodge,2745,Gurung Lodge,0
hotel-dup,2911,Hotel Backyard,3393,Hotel Backyard,0
hotel-dup,2901,Hotel Four Seasons,4048,Hotel Four Seasons,0
hotel-dup,2895,Tibet Lhasha Hotel & Restaurant,3947,Tibet Lhasha Hotel & Restaurant,0
hotel-dup,2886,Hotel Marinha,3392,Hotel Marinha,0
hotel-dup,2869,Riverside Lodge and restaurant,2742,Riverside Lodge and restaurant,0
hotel-dup,2865,Gurung Guesthouse,2740,Gurung Guesthouse,0
hotel-dup,2864,Pothana Guest House,2739,Pothana Guest House,0
hotel-dup,2862,Safari Wildlife Lodge & Camp,1773,Safari Wildlife Lodge & Camp,0
hotel-dup,2859,Ker & Downy Resort,2738,Ker & Downy Resort,0
hotel-dup,2858,Mala Lodge,2737,Mala Lodge,0
hotel-dup,2857,Hot Spring Cottage,2736,Hot Spring Cottage,0
hotel-dup,2856,Jhinu Guest House,2735,Jhinu Guest House,0
hotel-dup,2855,Modi Khola Guest House and Fast Food Restaurant,2734,Modi Khola Guest House and Fast Food Restaurant,0
hotel-dup,2854,New Bridge Guest House & Fast Food Restaurant,2733,New Bridge Guest House & Fast Food Restaurant,0
hotel-dup,2853,Hiunchuli Guest House and Restaurant,2732,Hiunchuli Guest House and Restaurant,0
hotel-dup,2852,Kalpana Guesthouse and Fast Food Restaurant,2731,Kalpana Guesthouse and Fast Food Restaurant,0
hotel-dup,2851,Himalpani Guest House,2730,Himalpani Guest House,0
hotel-dup,2850,Hotel Ever Green and Restaurant,2729,Hotel Ever Green and Restaurant,0
hotel-dup,2848,River Side Guest House,2728,River Side Guest House,0
hotel-dup,2847,Rupen restaurant and Lodge,2727,Rupen restaurant and Lodge,0
hotel-dup,2846,Himchuli Hotel Lodge and Restaurant Lunch Center,2726,Himchuli Hotel Lodge and Restaurant Lunch Center,0
hotel-dup,2845,See You Lodge and Restaurant,2725,See You Lodge and Restaurant,0
hotel-dup,2844,Hotel Allure Hill and Restaurant,2724,Hotel Allure Hill and Restaurant,0
hotel-dup,2843,Hotel Gurans,2723,Hotel Gurans,0
hotel-dup,2842,Machhapuchree Lodge,2722,Machhapuchree Lodge,0
hotel-dup,2841,Australian Camp Guest House,2721,Australian Camp Guest House,0
hotel-dup,2839,Diamir - Heaven's Gate - Guest House and Restaurant,2719,Diamir - Heaven's Gate - Guest House and Restaurant,0
hotel-dup,2837,Sunita Hotel,2717,Sunita Hotel,0
hotel-dup,2836,Hotel Green View Thakali Bhanchha & Lodge,2716,Hotel Green View Thakali Bhanchha & Lodge,0
hotel-dup,2835,Maili Hotel,2715,Maili Hotel,0
hotel-dup,2834,Step Up Hotel & Restaurant,2714,Step Up Hotel & Restaurant,0
hotel-dup,2833,Hotel Durga Puja,2713,Hotel Durga Puja,0
hotel-dup,2832,Dipsha & Dipshika Hotel,2712,Dipsha & Dipshika Hotel,0
hotel-dup,2830,Kande Inn Guest House & Restaurent,2711,Kande Inn Guest House & Restaurent,0
hotel-dup,2829,Sujit & Sonika Hotel,2710,Sujit & Sonika Hotel,0
hotel-dup,2828,Nisha Hotel and Khaja Ghar,2709,Nisha Hotel and Khaja Ghar,0
hotel-dup,2827,Namaste Dhaulagiri Lodge And Restaurant,2708,Namaste Dhaulagiri Lodge And Restaurant,0
hotel-dup,2826,Baglung Burtibang Nabina Staff Hotel,2707,Baglung Burtibang Nabina Staff Hotel,0
hotel-dup,2825,Baglung Burtiban Manisha Staff Hotel,2706,Baglung Burtiban Manisha Staff Hotel,0
hotel-dup,2824,Mahalaxmi Staff Hotel,2705,Mahalaxmi Staff Hotel,0
hotel-dup,2823,Paudel Hotel,2704,Paudel Hotel,0
hotel-dup,2822,Early Bird Lodge & Restaurant,2703,Early Bird Lodge & Restaurant,0
hotel-dup,2821,Safalta Family Restaurant & Lodge,2702,Safalta Family Restaurant & Lodge,0
hotel-dup,2820,Ganesh Lodge & Restaurant,2701,Ganesh Lodge & Restaurant,0
hotel-dup,2815,Sandesh Khaja Ghar & Lodge,2700,Sandesh Khaja Ghar & Lodge,0
hotel-dup,2814,Goredaiko Guest House & Restaurant,2699,Goredaiko Guest House & Restaurant,0
hotel-dup,2813,Ambika Hotel,2698,Ambika Hotel,0
hotel-dup,2811,Amrti lodge & Restaurant,2697,Amrti lodge & Restaurant,0
hotel-dup,2810,New Saksham Hotel & Restaurant,2696,New Saksham Hotel & Restaurant,0
hotel-dup,2809,Gopi Guest House,2695,Gopi Guest House,0
hotel-dup,2808,Hotel Everest Thakali Lodge and Restaurant,2694,Hotel Everest Thakali Lodge and Restaurant,0
hotel-dup,2807,Mamta Hotel & Resturant,2693,Mamta Hotel & Resturant,0
hotel-dup,2806,Kamana Hotel,2692,Kamana Hotel,0
hotel-dup,2805,Gurung Hotel & Lodge,2691,Gurung Hotel & Lodge,0
hotel-dup,2804,K.C Hotel Lodge & Resturant,2690,K.C Hotel Lodge & Resturant,0
hotel-dup,2803,Sirmor Hotel & Resturant,2689,Sirmor Hotel & Resturant,0
hotel-dup,2802,Krishna Hotel & Resturant,2688,Krishna Hotel & Resturant,0
hotel-dup,2801,Buddha Restaurant & Guest House,2687,Buddha Restaurant & Guest House,0
hotel-dup,2799,Prisha Hotel & Restaurant,2685,Prisha Hotel & Restaurant,0
hotel-dup,2798,Fistail Guest House & Restaurant,2684,Fistail Guest House & Restaurant,0
hotel-dup,2797,Garden Villa Lodge and Restaurant,2683,Garden Villa Lodge and Restaurant,0
hotel-dup,2795,Hotel Shree Muktinath & Potála Guest House,4182,Hotel Shree Muktinath & Potála Guest House,0
hotel-dup,2793,Preeti Guest House and Restaurant,2682,Preeti Guest House and Restaurant,0
hotel-dup,2791,Sinuwa lodge and Restaurant,2680,Sinuwa lodge and Restaurant,0
hotel-dup,2790,Sunrise Lodge and Hotel,2679,Sunrise Lodge and Hotel,0
hotel-dup,2789,Foo Guest House,2678,Foo Guest House,0
hotel-dup,2788,Snowland Traditional Lodge and Restaurant,2677,Snowland Traditional Lodge and Restaurant,0
hotel-dup,2787,Ghandruk Guest House and Restaurant,2676,Ghandruk Guest House and Restaurant,0
hotel-dup,2786,Karan arjun Homestay and Restaurant,2675,Karan arjun Homestay and Restaurant,0
hotel-dup,2784,Macchapucchre View Top Guest House & Restaurant,2673,Macchapucchre View Top Guest House & Restaurant,0
hotel-dup,2782,Hotel Kailash and Restaurant,2671,Hotel Kailash and Restaurant,0
hotel-dup,2781,Hotel Hungry Eye,2670,Hotel Hungry Eye,0
hotel-dup,2779,Hotel Robin and Restaurant,2669,Hotel Robin and Restaurant,0
hotel-dup,2778,Hotel Mountain View and Restaurant,2668,Hotel Mountain View and Restaurant,0
hotel-dup,2777,Hotel Trekkers Inn And Restaurant,2667,Hotel Trekkers Inn And Restaurant,0
hotel-dup,2776,Breeze Guesthouse&Restaurant,2666,Breeze Guesthouse&Restaurant,0
hotel-dup,2775,Annapurna Guesthouse Restaurant And Bar,2665,Annapurna Guesthouse Restaurant And Bar,0
hotel-dup,2770,Hotel Prashant & Nice Wind Restaurant,2661,Hotel Prashant & Nice Wind Restaurant,0
hotel-dup,2767,Hotel Danfe And Guest House,2658,Hotel Danfe And Guest House,0
hotel-dup,2766,Himalaya View Hotel,2657,Himalaya View Hotel,0
hotel-dup,2765,Sun Moon Lodge and Restaurant,2656,Sun Moon Lodge and Restaurant,0
hotel-dup,2764,Nice View Lodge & Restaurant,2655,Nice View Lodge & Restaurant,0
hotel-dup,2763,Captain Lali Gurans Guest House & Restuarant,2654,Captain Lali Gurans Guest House & Restuarant,0
hotel-dup,2762,Tibet Guest House & Restaurant,2653,Tibet Guest House & Restaurant,0
hotel-dup,2761,Moonlight Guest House,2652,Moonlight Guest House,0
hotel-dup,2760,Maya Guest House,2651,Maya Guest House,0
hotel-dup,2751,New Chitreli Supriya Staf Hotel,2648,New Chitreli Supriya Staf Hotel,0
hotel-dup,2750,Annapurna Lodge & Restaurant,2647,Annapurna Lodge & Restaurant,0
hotel-dup,2749,Thakalu Hotel & Restaurant,2646,Thakalu Hotel & Restaurant,0
hotel-dup,2748,Yak Hotel,2645,Yak Hotel,0
hotel-dup,2743,Chandi Homestay,2644,Chandi Homestay,0
hotel-dup,2734,Sagar Gurung Homestay,2643,Sagar Gurung Homestay,0
hotel-dup,2731,Mountain Lodge and Restaurant,2642,Mountain Lodge and Restaurant,0
hotel-dup,2729,Thakali Homestay,2641,Thakali Homestay,0
hotel-dup,2727,Lama Heritage Resort,2640,Lama Heritage Resort,0
hotel-dup,2726,Hotel Laligurans Lodge & Restaurant,2639,Hotel Laligurans Lodge & Restaurant,0
hotel-dup,2725,Center Guesthouse and Restaurant,2638,Center Guesthouse and Restaurant,0
hotel-dup,2724,Hotel Sushila and Thakali Kitchen,2637,Hotel Sushila and Thakali Kitchen,0
hotel-dup,2723,Hotel Peaceful Garden and Restaurant,2636,Hotel Peaceful Garden and Restaurant,0
hotel-dup,2720,Four Season Lodge and Restaurant,2634,Four Season Lodge and Restaurant,0
hotel-dup,2719,Annapurna View Lodge and Restuarant,2633,Annapurna View Lodge and Restuarant,0
hotel-dup,2718,Komrong Guest House,2632,Komrong Guest House,0
hotel-dup,2717,Green View Guest House,2631,Green View Guest House,0
hotel-dup,2713,Manisha Guest House,2630,Manisha Guest House,0
hotel-dup,2712,Shankar Guesthouse,2629,Shankar Guesthouse,0
hotel-dup,2707,Hill-Top Guest House and Restaurant,2625,Hill-Top Guest House and Restaurant,0
hotel-dup,2706,Machhapuchhre Guest House,2624,Machhapuchhre Guest House,0
hotel-dup,2705,Hotel Mountain View Guest House,2623,Hotel Mountain View Guest House,0
hotel-dup,2704,Fishtail View Point Guest House,2622,Fishtail View Point Guest House,0
hotel-dup,2703,Alina Guest House & Restaurant,2621,Alina Guest House & Restaurant,0
hotel-dup,2702,Lali Gurans Guesthouse & Restaurant,2620,Lali Gurans Guesthouse & Restaurant,0
hotel-dup,2701,Purnima guest house and restrurent,2619,Purnima guest house and restrurent,0
hotel-dup,2700,Himalayan Guest House and Restaurent,2618,Himalayan Guest House and Restaurent,0
hotel-dup,2699,Hotel Four Seasons & Restaurant,2617,Hotel Four Seasons & Restaurant,0
hotel-dup,2698,Peacefull Guest House & Restaurant,2616,Peacefull Guest House & Restaurant,0
hotel-dup,2697,Green Hill View Lodge & Restaurant,2615,Green Hill View Lodge & Restaurant,0
hotel-dup,2696,Hotel,2614,Hotel,0
hotel-dup,2689,Hotel Annapurna,52,Hotel Annapurna,68
hotel-dup,2687,Hotel Super Viewpoint,2613,Hotel Super Viewpoint,0
hotel-dup,2686,Tadapani Guest House,2612,Tadapani Guest House,0
hotel-dup,2685,Hotel Panorama Point,2611,Hotel Panorama Point,0
hotel-dup,2684,Hotel Grand View,2610,Hotel Grand View,0
hotel-dup,2683,Deurali Hotel and Homestay,2609,Deurali Hotel and Homestay,0
hotel-dup,2681,Tamu Hyaula Homestay,2608,Tamu Hyaula Homestay,0
hotel-dup,2680,Gyanu Homestay,2607,Gyanu Homestay,0
hotel-dup,2679,Rimal Homestay,2606,Rimal Homestay,0
hotel-dup,2668,Hotel Namaste,2603,Hotel Namaste,0
hotel-dup,2656,Yaman Homestay,2602,Yaman Homestay,0
hotel-dup,2655,Ali Homestay,2601,Ali Homestay,0
hotel-dup,2653,Brijal Homestay,2600,Brijal Homestay,0
hotel-dup,2652,Purnima Homestay,2599,Purnima Homestay,0
hotel-dup,2651,Chandra Homestay,2598,Chandra Homestay,0
hotel-dup,2650,Maya Homestay,2597,Maya Homestay,0
hotel-dup,2649,Tai Maya Homestay,2596,Tai Maya Homestay,0
hotel-dup,2648,Annapurna Guest House,2595,Annapurna Guest House,0
hotel-dup,2647,Soltee Hotel,2594,Soltee Hotel,0
hotel-dup,2646,Hotel Gurung Cottage,2593,Hotel Gurung Cottage,0
hotel-dup,2645,Homestay,2592,Homestay,0
hotel-dup,2644,Himalayan Deurali Resort,2591,Himalayan Deurali Resort,0
hotel-dup,2635,Laxmi Guest House,2587,Laxmi Guest House,0
hotel-dup,2628,Nau Maya Gurung Homestay,2584,Nau Maya Gurung Homestay,134
hotel-dup,2625,Sikles Homestay,2585,Sikles Homestay,0
hotel-dup,2624,Nau Maya Gurung Homestay,2584,Nau Maya Gurung Homestay,0
hotel-dup,2620,Anjila Homestay,2582,Anjila Homestay,0
hotel-dup,2619,Dil Homestay,2581,Dil Homestay,0
hotel-dup,2618,Laxmi Homestay,2580,Laxmi Homestay,0
hotel-dup,2609,Dudhpokhari Resturant and Lodge,2578,Dudhpokhari Resturant and Lodge,0
hotel-dup,2607,Sirusuba Homestay,2577,Sirusuba Homestay,0
hotel-dup,2605,Kathmandu boutique hotel,3766,Kathmandu Boutique Hotel,15
hotel-dup,2603,Hotel Little Buddha Inn,3386,Hotel Little Buddha Inn,0
hotel-dup,2602,Hotel Gurung and Lodge,4980,Hotel Gurung and Lodge,0
hotel-dup,2601,Bandipur Village Resort,348,Bandipur Village Resort,126
hotel-dup,2600,Presidency Resort,1772,Presidency Resort,0
hotel-dup,2599,Hotel Peaceful,2575,Hotel Peaceful,0
hotel-dup,2598,Samira Homestay,4978,Samira Homestay,0
hotel-dup,2597,Hotel The North Face,4977,Hotel The North Face,0
hotel-dup,2593,Sapana Homestay,2573,Sapana Homestay,0
hotel-dup,2592,Nishan Lodge,2572,Nishan Lodge,0
hotel-dup,2590,Homestay#1,2570,Homestay#1,0
hotel-dup,2589,Tanahun Gorkha Guest House,3385,Tanahun Gorkha Guest House,0
hotel-dup,2555,Bandipur Eco Hotel,4976,Bandipur Eco Hotel,0
hotel-dup,2549,Rhino Land Jungle Lodge,1771,Rhino Land Jungle Lodge,0
hotel-dup,2544,Hotel Triratna,3379,Hotel Triratna,0
hotel-dup,2539,Hotel Blue Magnet,2568,Hotel Blue Magnet,0
hotel-dup,2533,Hotel peacock,1770,Hotel peacock,0
hotel-dup,2530,Maya Hotel,3946,Maya Hotel,0
hotel-dup,2527,Siddhi Manakamana hotel,3376,Siddhi Manakamana hotel,0
hotel-dup,2526,Himalayan Sherpa Inn,3817,Himalayan Sherpa INN,127
hotel-dup,2516,Hotel Kali Gandaki,3373,Hotel Kali Gandaki,0
hotel-dup,2512,Popular Tourist Guest House & Restaurant,2566,Popular Tourist Guest House & Restaurant,0
hotel-dup,2509,Tiger Corner Inn,1769,Tiger Corner Inn,0
hotel-dup,2500,Hotel White Himal Pvt.Ltd.,2565,Hotel White Himal Pvt.Ltd.,0
hotel-dup,2499,Aalaya guesthouse,3372,Aalaya guesthouse,0
hotel-dup,2494,Safari Narayani Hotel,1768,Safari Narayani Hotel,0
hotel-dup,2487,Hotel Elite Pokhara,2564,Hotel Elite Pokhara,0
hotel-dup,2485,Hotel Royal Manang,4046,Hotel Royal Manang,0
hotel-dup,2481,Hotel Silver Home,3369,Hotel Silver Home,0
