osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
way,404004169,Chyatriya Sangralaya,museum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.217274491567924,83.99100174736743
way,404670071,Pokhara Grande Hotel,hotel,Not Available,Not Available,+977-14-005030; 9851118353,salesktm@pokharagrande.com; Info@pokharagrande.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.19184332940652,83.97453071998481
way,405587923,Royal Palm,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.196942243080805,84.01975341780174
way,406803665,Paradise Boutique Hotel,hotel,Not Available,Not Available,452803,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206435709609888,83.96388181737801
way,406806386,Pleasant Home,hotel,Hotel and Restaurant,Not Available,061-464514,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20644263119143,83.96334988720213
way,407043567,Hotel Raniban Arcade,hotel,Not Available,Not Available,9818826122,Not Available,6:00-23:00,Not Available,Not Available,Not Available,Kaski,28.20613106076504,83.96058530496319
way,407057494,Hotel P-Raj,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,private,Kaski,28.233872649999995,83.91040855
way,412376737,Hotel Goodwill,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21401413088229,83.95980696366279
way,412669212,Dayatra Courtyard,hotel,Not Available,https://www.hoteldayatra.com/,61-462462,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.210702624643176,83.95861134786712
way,413078729,Shree Ganesh Tatha Bhadrakali Mandir Sewa Samiti Office,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.212328410539254,84.00694496357545
way,414319122,Amarsingh House,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22316487610061,83.99560902896614
way,414319123,Einstein House,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22314666865266,83.9950384290354
way,415116364,Silent Park,guest_house,Not Available,Not Available,+977 980-4147403,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22152935,83.95660349999999
way,415116381,Cocoon,hotel,Not Available,Not Available,+977 984-7127315;+977 981-1904570,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22149435,83.95607585
way,415116388,Yuriko,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22164340332519,83.95601693677229
way,415118417,Hotel Waterside,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.221703649999995,83.95092455
way,415292184,Sunrise & Asian Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20153133220729,84.00692956317305
way,415733667,Thapa hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1945403,83.99014625
way,416517385,Hotel Mountain View,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.202306149805658,83.96787358516289
way,416531273,Sunrise Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2029986520472,84.00021067168375
way,416891085,Tours and Travels,information,Not Available,Not Available,Not Available,Not Available,10:00-17:00,Not Available,Not Available,Not Available,Kaski,28.21324204704622,83.97092731373877
way,417564939,Foksing Hill Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.15438664361102,83.99457098140128
way,418249573,Siddhartha Garden,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2014338984752,83.94051888364015
way,418939831,Annapurna View Sarangkot,hotel,Not Available,Not Available,"+977061620345 ,061531052",Not Available,8:00-22:00,Not Available,Not Available,Not Available,Kaski,28.25004943543559,83.9443165390556
way,419155029,Laxmi Group Guest house,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.205839532583614,84.01130354822729
way,419438331,WRC Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.25559854864752,83.97807537515754
way,419639077,Hotel ABC,hotel,Not Available,https://hotelabc.com.np/,61-461934,info@hotelabc.com.np,Not Available,Not Available,Not Available,Not Available,Kaski,28.209068706151022,83.957670098781
way,419643136,Temple Himalaya Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20874040177199,83.95927996416287
way,419645383,Hotel Liberty,hotel,Not Available,https://www.fishtailexperiences.com/,61-466861,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209208250000003,83.95751385
way,419645398,Hotel The Cock,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20960297655222,83.95865000472408
way,420243421,Lake Forest,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2223351,83.95841905
way,420243427,Jungle Front,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22219305,83.95847705
way,420243431,Kangaroo Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22202324365528,83.95793822488038
way,420243436,Top choice,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2221221,83.95793785000001
way,420243439,Nature Connection,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22276475,83.95821425
way,420243440,Placid,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.221648133734657,83.95773752407746
way,420243446,Nature Home,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22158461672436,83.95769312630753
way,420251212,Berlin Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Suresh,Kaski,28.220423734103942,83.95818398297953
way,420576823,Apsara Hotel & Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.219463478417147,83.98712681969533
way,420748115,Hotel The City Corner,hotel,Not Available,Not Available,+977 9846042192,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.160586035005768,84.06242045534516
way,420761365,Sakura Guest House and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19795188812196,83.96981931183373
way,420761384,newari khaja,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.198647900353624,83.96975353310296
way,421085423,Gandaki College Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.203613794638205,83.98172792369131
way,421117249,BTHEL,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1947853,83.98005495
way,421273065,Hotel The Lake,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.204324543069628,83.96701073945952
way,421273068,Ming Tang Garden Cottage,hotel,Not Available,Not Available,061-465271;+977-9818761488,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20363845154519,83.96600711614856
way,421273089,Baba Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20385676324312,83.9660451772995
way,421290265,New Hotel Castle,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.215494278989134,83.96122396163446
way,421290320,Hotel Rise Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21732022969941,83.95981647842284
way,421290382,Geo Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.214337747934326,83.9601619289219
way,421304710,Ripisha Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.195688411017287,83.97078490555843
way,421305638,Gandaki Medical College Hostel C,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1961842,83.97114495000001
way,421305653,Ganesh Laxmi Charitable Trust,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1961783,83.9708853
way,421305655,Hotel Dragon,hotel,Not Available,Not Available,061-460238,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19651245879596,83.97213843220845
way,421440079,Hotel Yeti,hotel,Not Available,www.hotelyeti.com.np,061-462768,hotelyeti222@hotmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.205094850000005,83.964218
way,421450695,Hotel Marcopolo,hotel,Not Available,Not Available,+977467446,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20630134080348,83.96578256960467
way,421736938,Hotel Utsab Himalaya,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20550563650422,83.96785079569425
way,421736942,hotel beizing,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20715424489724,83.96506520301936
way,421737508,Hotel Swiss Home,hotel,Not Available,Not Available,Not Available,jeevrjup@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.204782796713047,83.96548676918022
way,421745987,Hotel Mantra Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.214349473164965,83.9599138737367
way,422030809,Hotel Aashika,hotel,Not Available,Not Available,061-462446,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1956088,83.97164455
way,422034674,Hotel Stay Pokhara,hotel,Not Available,Not Available,061-464532,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19527566880329,83.96978975004367
way,422034710,Florida Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.197711800000004,83.96980685000001
way,422034711,Sports Hotel Pokhara,hotel,Not Available,Not Available,Not Available,sportshotelpokhara@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.196127300000004,83.9715724
way,422035735,Hotel Rita Inn,hotel,Not Available,Not Available,9846238468,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19681883968676,83.97347633632437
way,422037607,Trekking Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.244227503441227,83.9481793360082
way,422038207,Crony Cottage Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.245116818665007,83.94776879710255
way,422165771,Chautari Boutique Hotel,hotel,"Located in Pokhara, 400 m from Fewa Lake, Chautari Boutique Hotel provides accommodation with a restaurant, free private parking, a bar and a garden.  Chautari Boutique Hotel is a unique state-of-the-art six storey hotel with the facility of lift system.",https://www.hotelchautari.com.np/,+977-61-590470,chautariboutiquehotel@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.21590265,83.9607088
way,422578200,Pokhara Dharahara,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.23955707917712,84.01058985646519
way,422611232,NG Rest House,guest_house,Not Available,Not Available,+971 9846202622,Not Available,Not Available,Not Available,Not Available,Maya & Devi,Kaski,28.227811883273784,83.94985931680058
way,422635610,Tashling Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.186306832174346,83.95613790176681
way,423305683,Himalaya Eco Village & Gurung Kitchen,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.33109746349819,83.87295693354869
way,423371882,Chacha Hue Fun Park,theme_park,Not Available,Not Available,Not Available,Not Available,9:00-18:00,Not Available,Not Available,Not Available,Kaski,28.19588975958157,83.98149127332661
way,423382816,Yesmi,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2223816,83.95735080000001
way,423579021,Hotel Third Pole,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.214688288013168,83.95928566884203
way,425141887,Kalabang Gharedi Homestay 2,guest_house,Not Available,Not Available,+977 9804194099,kalabanggharedihomestay2@gmail.com,Not Available,Not Available,Not Available,Jap Prasad Gurung,Kaski,28.209218633574523,83.90601264824676
way,426264863,Sakura Hotel,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.37504439136981,83.8083357167966
way,426549361,Indreni Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21063625,83.98277424999999
way,426939032,Unique Guest House,guest_house,Not Available,Not Available,9846277707,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3731772,83.80958589999999
way,426945838,Siwai Guest House & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.36002078536416,83.81144065614652
way,430331892,Thakali Lodge & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209135413694096,83.98505715598132
way,433245732,The Pavilions Himalaya,hotel,Not Available,https://www.pavilionshotels.com/himalayas,+977 6169 4379,info@thepavilionshimalaya.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.180849397614377,83.9316830446213
way,438939806,Fire and Fishing Hotel,hotel,Not Available,Not Available,+977 9806572712,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2277697,83.93623654999999
way,442021487,Basanta Lodge,guest_house,Not Available,https://keranddowneynepal.com/lodges/basanta-lodge,Not Available,Not Available,Not Available,Not Available,Not Available,Ker & Downey,Kaski,28.301401400000003,83.85405015
way,445003228,Little Buddha Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.205475330809588,83.9636850805795
way,445006403,B & B Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20572648721795,83.96557445911112
way,445006436,Nepal Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.204228316489164,83.96652944767315
way,448597502,Sangri-La Village Resort Pokhara,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.18652483559775,83.97499063880224
way,451699586,Ever Green Guest House,hotel,Not Available,Not Available,+977 61 463503;+977 9856025139,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20270230395178,83.96756707761693
way,454204988,Picnic Site 5,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.27247129055729,83.97872387629369
way,454204991,Picnic Site 4,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.27232959055729,83.97854417629371
way,454204993,Picnic Site 3,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.271926000000008,83.97899449999998
way,454204996,Picnic Site 2,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.27246244135,83.97950307655
way,454204998,Picnic Site 1,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.27247695191529,83.97967973411879
way,454210722,Mahendra Cave,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2724121609244,83.97928901384955
way,485043294,Pokhara University Teaching Hospital OPD,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.14291590181082,84.08514196499917
way,485044393,PG Girls hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.145725765513408,84.08499083868648
way,485312788,Begnas Rupa View Tower,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.166588882553807,84.11677933771398
way,486528825,Gauri Shankar Guest House,hotel,Not Available,www.gaurishankar.com,061-466671,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206453662464018,83.961856177842
way,486538028,Silver Sky Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2115513,83.95984705000001
way,488148533,Girls Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.262390300000003,83.8201584
way,489529928,Tanting Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.329988583330017,84.11252282762739
way,489616359,High Camp guesthouse & restaurant,guest_house,Not Available,Not Available,9856014765,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.433163489013733,83.86718969476868
way,490713859,Hillside lodge & restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.41441042865098,83.74704680338111
way,490713860,Lali Gurans guesthouse & restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.41541155369947,83.74645648182582
way,490713861,Hotel Isharu Green Point,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.41518942809455,83.74699083228471
way,490713862,Hotel Annapurna,guest_house,Not Available,Not Available,+9746066403,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.4232967,83.73666885000002
way,490713864,Mt. Lucky,guest_house,Not Available,Not Available,"9746064385, 9746079578, 061696438",rajmangurung16@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.423370519183667,83.73711009596279
way,493597240,Kudbidanda Homestay,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,private,Kaski,28.237767079291388,83.83234016269003
way,514216185,Seti River Side Resort,resort,Not Available,Not Available,Not Available,Not Available,07:00-21:00,Not Available,Not Available,Not Available,Kaski,28.14784335026157,84.05100181573134
way,514481745,Rock Garden Resort Pvt. Ltd,hotel,Not Available,Not Available,9856080552,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.23108032254861,83.96483425528476
way,514674557,Lakuri Danda,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209930638615464,84.03968042309087
way,514704135,Kabi Shiromani Lekhnath Museum,museum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.198976358277527,84.07271711162375
way,514704137,Archale Height Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19715464055857,84.0703296807564
way,515147195,Bhugol Park,theme_park,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Community,Kaski,28.142942210866725,84.08109241277131
way,515182691,Shanti Maidan Tourist Area,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209777520003136,84.08078225030947
way,524552629,Hotel Lake Tower,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21138929990235,83.96138641641541
way,524552631,Maharaja Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21122608434485,83.96151084195174
way,526150422,Paradise Pokhara Apartments N'Hotel,apartment,Not Available,http://www.apartments-pokhara.com,+977 9856005969,paradisepkr@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.21201135171325,83.96657742947386
way,528996328,Nirvana Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20650360645788,83.96042426908294
way,540638412,Rupakot Resort,hotel,Not Available,Not Available,61 622660,info@rupakotresort.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.155041103373872,84.12990959244719
way,540940685,Purna shree Gurung,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2588614,84.10258444999998
way,542167191,A One View Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.361841150000004,83.84801395
way,544296792,Hotel Peace Heven,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.35575808445223,83.92324391735411
way,545413357,Bodhi Suites and Spa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209672820348253,83.95982004655349
way,545413358,Nepalaya Eco Hostel,hostel,Not Available,www.soundhealingnepal.com,9813518975,hostelnepalaya@gmail.com,24/7,Not Available,Not Available,Not Available,Kaski,28.20953768781349,83.96014405428592
way,546790643,Hotel Sherpa Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.37099175,83.82569285
way,554653329,Himalayan View,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.206567144200623,83.93713598913702
way,562935083,Hotel Darsan,hotel,Not Available,Not Available,061- 541005,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21580466657694,83.98573521835057
way,564059950,Gurkha Memorial Museum,museum,Not Available,https://gurkhamuseum.org.np/,Not Available,Not Available,08:00-16:30,Not Available,Not Available,private,Kaski,28.246187836949147,83.98854454534224
way,564752767,Che Guevara Hostel,hostel,Not Available,Not Available,+977 9856011511,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.29233756319272,83.94356501138142
way,564752772,POKHARA PLANETARIUM AND SCIENCE CENTRE,theme_park,Not Available,Not Available,9856087780,Pokharaplaneterium@gmail.com,Su-Fr 08:00-16:00,Not Available,Not Available,private,Kaski,28.26587525472899,83.97614623455804
way,566858352,Gandaki Medical College Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20165452618595,83.97975702746764
way,567515346,Himalayan Children Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.193760784063382,83.96532790661006
way,568646426,Bat Cave,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.26782522169536,83.97546612068072
way,569217539,Hotel Mayur,hotel,Not Available,www.hotelmayurpokhara.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.20958042719645,83.9583276071049
way,569217542,Hotel Nobel Inn,hotel,Not Available,www.nobleinn.com,"61-464926,462507",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209647692898223,83.95890561057956
way,572982802,Sherpa Resort,hotel,Not Available,www.sherparesort.com,9827160186,Not Available,su-sa 06:00-23:00,Not Available,Not Available,Not Available,Kaski,28.248739118838337,83.94491891666108
way,583844881,Pachagaiya Zoo,zoo,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1580002689566,84.10664849776796
way,588927604,Pachabhaiya Village,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.161382203196897,84.10417086302466
way,620111354,Riverside Guesthouse & Waterfall Bar,guest_house,"Guesthouse offering rooms with western bathroom, food, Wi-Fi. Few minute walk from the Waterfall Bar where you can relax in the sun. Lots of bamboo and a real pokhara/goa type feeling.",Not Available,+977 9825102716,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.35063160366405,83.74300641379172
way,689050030,Ghandruk Village Eco Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.376160849999994,83.80713475
way,701557193,saujan bhai's resident,apartment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2926356134031,83.9417671745833
way,723382357,amit and sikendra resident,apartment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.29244641261592,83.94311802382919
way,723384821,sachina and asmita's apartment,apartment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.29244105590023,83.94298612207967
way,745239037,Picnic Spot,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.290104197065943,83.82077158471208
way,760511892,kalabang ghaderi picnic spot,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,local club,Kaski,28.213696130733936,83.90694439105502
way,760528141,Pame Picnic Site,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.23553671317084,83.90516204648497
way,833497160,Hotel Saisa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.21205097084243,83.98044418985293
way,885351461,Low Camp Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.4031042,83.85720475
way,922509026,Disneyland Pokhara,theme_park,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.218219358853727,83.9580877208092
way,964458691,Nice View Guest House and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.35746391157012,83.73506831575816
way,980749451,Shivalaya Resort,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.17591152321513,84.08819316829062
way,1011035921,Mini Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.260666743687523,83.97769626186287
way,1030424354,Mattikhan Mountain View Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Casaleela Hospitality Pvt. Ltd.,Kaski,28.16078585,83.92930849999999
way,1034736853,Club ES Resort,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.27594115,83.89545185
way,1036498475,Lakshmi homestay,guest_house,Not Available,Not Available,+977 9820617676,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22585264970172,83.94727573392869
way,1042213133,Gurukul boys hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.191205499999995,84.03255130000001
way,1042980006,Tubu Tea House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.344507528302024,83.93583096676146
way,1043079952,Hotel 360 Khumai,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ishwor,Kaski,28.39015876698871,83.93462732833643
way,1046758131,Sosa Beds & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22830986691079,83.94612194626173
way,1081304830,Building Model,artwork,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.255097,83.97702455
way,1089853276,Moonlight Honestay & Campground,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.276051792159222,83.8929977296356
