place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Badimalika Base Route,29.4,81.3,Bajura,15.0,18.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Badimalika Meadow,29.45,81.35,Bajura,18.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Budhinanda Lake Camp,29.5,81.45,Bajura,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Martadi View Point,29.4,81.25,Bajura,3.0,5.0,0.0,5.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Ramaroshan Lake,29.1,81.35,Achham,8.0,12.0,3.0,5.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Jaljala Bajura Trail,29.35,81.5,Bajura,10.0,15.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,High
Pashupatinath Temple,27.71,85.348,Kathmandu,1.0,0.0,0.0,2.0,4.0,60.0,50.0,15.0,5.0,10.0,8.0,LOW
Swayambhunath Stupa,27.7149,85.29,Kathmandu,1.0,1.0,0.0,2.0,5.0,50.0,40.0,12.0,10.0,15.0,12.0,LOW
Boudhanath Stupa,27.7215,85.362,Kathmandu,0.0,0.0,0.0,2.0,3.0,60.0,50.0,15.0,5.0,10.0,8.0,LOW
Kathmandu Durbar Square,27.7048,85.3076,Kathmandu,2.0,0.0,0.0,3.0,8.0,60.0,50.0,15.0,15.0,20.0,18.0,LOW
Garden of Dreams,27.712,85.315,Kathmandu,0.0,0.0,0.0,1.0,3.0,70.0,60.0,20.0,5.0,5.0,6.0,LOW
Narayanhiti Museum,27.715,85.318,Kathmandu,0.0,0.0,0.0,1.0,3.0,70.0,60.0,20.0,5.0,5.0,6.0,LOW
Chandragiri Hills,27.68,85.2,Kathmandu,3.0,7.0,0.0,3.0,5.0,15.0,12.0,3.0,40.0,45.0,42.0,MEDIUM
Kirtipur Old City,27.67,85.28,Kathmandu,1.0,2.0,0.0,2.0,5.0,30.0,25.0,8.0,15.0,20.0,17.0,LOW
Nagarkot View Tower,27.715,85.52,Bhaktapur,2.0,5.0,0.0,3.0,5.0,15.0,12.0,3.0,50.0,45.0,47.0,MEDIUM
Bhaktapur Durbar Square,27.671,85.4298,Bhaktapur,1.0,0.0,0.0,2.0,8.0,50.0,40.0,12.0,10.0,15.0,12.0,LOW
Changunarayan Temple,27.716,85.427,Bhaktapur,2.0,3.0,0.0,3.0,6.0,25.0,20.0,5.0,25.0,30.0,28.0,LOW
Sanga View Point,27.675,85.43,Bhaktapur,2.0,4.0,0.0,3.0,5.0,20.0,15.0,5.0,35.0,35.0,35.0,MEDIUM
Dhulikhel Old Town,27.62,85.54,Kavrepalanchok,1.0,3.0,0.0,3.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Namobuddha Monastery,27.56,85.58,Kavrepalanchok,3.0,6.0,0.0,4.0,6.0,10.0,8.0,2.0,55.0,60.0,58.0,MEDIUM
Panauti Heritage Area,27.585,85.51,Kavre,1.0,2.0,0.0,5.0,6.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Gosaikunda Alternative Trail,28.1,85.4,Rasuwa,7.0,15.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,98.0,99.0,HIGH
Tamang Heritage Trail,28.15,85.35,Rasuwa,6.0,14.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Ganesh Himal Route,28.2,85.0,Dhading,8.0,16.0,13.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ruby Valley Trek,28.2,85.1,Dhading,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Salyantar Area,28.1,84.9,Dhading,3.0,7.0,1.0,5.0,7.0,3.0,3.0,1.0,70.0,65.0,68.0,HIGH
Dhading Besi,28.01,84.87,Dhading,1.0,3.0,0.0,4.0,6.0,15.0,12.0,3.0,30.0,35.0,32.0,LOW
Malekhu River,27.95,84.85,Dhading,5.0,2.0,0.0,16.0,4.0,3.0,3.0,1.0,80.0,75.0,78.0,HIGH
Siddha Cave,27.9,84.8,Tanahun,2.0,2.0,0.0,3.0,5.0,15.0,12.0,3.0,35.0,35.0,35.0,MEDIUM
Bandipur Bazaar,27.94,84.42,Tanahun,1.0,3.0,0.0,3.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Thani Mai Temple,27.93,84.42,Tanahun,1.0,2.0,0.0,3.0,4.0,15.0,12.0,3.0,25.0,30.0,27.0,LOW
Damauli River Area,27.98,84.26,Tanahun,3.0,1.0,0.0,14.0,3.0,8.0,6.0,2.0,65.0,70.0,68.0,HIGH
Muglin River Route,27.85,84.55,Chitwan,7.0,1.0,0.0,18.0,4.0,5.0,4.0,1.0,90.0,75.0,84.0,HIGH
Sauraha Tourism Area,27.58,84.5,Chitwan,2.0,0.0,0.0,8.0,2.0,20.0,15.0,5.0,20.0,25.0,22.0,LOW
Rapti River Chitwan,27.58,84.5,Chitwan,4.0,0.0,0.0,15.0,2.0,10.0,8.0,2.0,55.0,60.0,58.0,MEDIUM
Devghat Dham,27.95,84.42,Tanahun,1.0,1.0,0.0,8.0,3.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Madi River Camp,27.7,84.6,Chitwan,4.0,0.0,0.0,14.0,3.0,8.0,6.0,2.0,60.0,55.0,58.0,MEDIUM
Gorkha Manakamana Cable Area,27.95,84.58,Gorkha,2.0,5.0,0.0,5.0,6.0,10.0,8.0,2.0,50.0,45.0,47.0,MEDIUM
Chepang Hill Trail,27.8,84.6,Chitwan,5.0,10.0,2.0,4.0,7.0,1.0,1.0,0.0,90.0,80.0,84.0,HIGH
Kushma Bridge Area,28.21,83.68,Parbat,4.0,2.0,0.0,12.0,4.0,5.0,4.0,1.0,70.0,65.0,68.0,HIGH
Gupteshwor Cave Parbat,28.22,83.68,Parbat,2.0,3.0,0.0,3.0,5.0,10.0,8.0,2.0,40.0,35.0,37.0,MEDIUM
Dhorpatan Hunting Reserve,28.3,83.0,Baglung,8.0,16.0,10.0,3.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Panchakot Baglung,28.26,83.6,Baglung,3.0,8.0,2.0,4.0,6.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Baglung Kalika Temple,28.27,83.59,Baglung,1.0,3.0,0.0,3.0,5.0,12.0,10.0,3.0,30.0,30.0,30.0,LOW
Taman Khola Area,28.45,83.0,Baglung,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Galeshwor Temple,28.35,83.6,Myagdi,1.0,3.0,0.0,5.0,5.0,10.0,8.0,2.0,45.0,40.0,42.0,MEDIUM
Cheskam Village Homestay,27.52,86.7,Solukhumbu,7.0,12.0,5.0,2.0,8.0,12.0,8.0,3.0,70.0,75.0,78.0,HIGH
Bung Village Trail,27.6,86.75,Solukhumbu,9.0,15.0,6.0,1.0,9.0,5.0,5.0,2.0,80.0,85.0,88.0,HIGH
Pawai Rural Route,27.55,86.85,Solukhumbu,5.0,10.0,3.0,3.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Kaku Village Viewpoint,27.58,86.65,Solukhumbu,3.0,6.0,0.0,2.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Jubing Village Trail,27.6,86.65,Solukhumbu,6.0,11.0,3.0,2.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Necha Rural Tourism Area,27.45,86.58,Solukhumbu,2.0,5.0,0.0,4.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Taklung Village Route,27.42,86.62,Solukhumbu,4.0,8.0,2.0,3.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Barpak Rural Homestay,28.2,84.75,Gorkha,10.0,15.0,5.0,3.0,9.0,8.0,5.0,2.0,75.0,85.0,88.0,HIGH
Laprak Village Trail,28.25,84.7,Gorkha,12.0,16.0,8.0,2.0,9.0,5.0,5.0,2.0,85.0,90.0,92.0,HIGH
Larpak Community Route,28.26,84.72,Gorkha,8.0,13.0,5.0,3.0,8.0,10.0,8.0,3.0,70.0,80.0,82.0,HIGH
Prok Village Camp,28.58,84.7,Gorkha,11.0,15.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Nubri Valley Settlement,28.6,84.65,Gorkha,15.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Chumchet Village,28.57,84.62,Gorkha,13.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Sirdibas Village Trail,28.52,84.65,Gorkha,9.0,14.0,6.0,2.0,8.0,5.0,5.0,2.0,75.0,80.0,85.0,HIGH
Bihi Village Route,28.62,84.72,Gorkha,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Nile Village Manang,28.95,84.35,Manang,12.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Phu Village Settlement,28.96,84.35,Manang,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Khangsar Village,28.65,84.0,Manang,8.0,12.0,5.0,1.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Ngawal Village View,28.7,84.02,Manang,5.0,8.0,2.0,2.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Gyaru Village Trail,28.72,84.05,Manang,7.0,12.0,5.0,1.0,8.0,5.0,5.0,2.0,75.0,80.0,85.0,HIGH
Tachai Village Mustang,29.1,83.9,Mustang,6.0,10.0,3.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Yara Rural Settlement,29.15,83.9,Mustang,10.0,15.0,6.0,0.0,9.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Tangya Village,29.18,83.85,Mustang,9.0,14.0,5.0,0.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Namkha Rural Trail,29.22,83.92,Mustang,12.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Dhee Village Route,29.12,83.82,Mustang,7.0,12.0,4.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Choser Rural Cave Area,29.25,83.95,Mustang,5.0,8.0,2.0,0.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Lupra Village,28.82,83.72,Mustang,4.0,7.0,0.0,2.0,6.0,15.0,10.0,3.0,55.0,65.0,68.0,MEDIUM
Kobang Rural Area,28.7,83.65,Mustang,3.0,5.0,0.0,5.0,5.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Tukuche Village Trail,28.73,83.69,Mustang,5.0,8.0,2.0,3.0,6.0,15.0,10.0,3.0,55.0,65.0,68.0,MEDIUM
Sikha Village Homestay,28.5,83.65,Myagdi,4.0,8.0,0.0,5.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Nangi Rural Village,28.45,83.55,Myagdi,6.0,10.0,3.0,4.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Mohare Danda Trail,28.45,83.6,Myagdi,8.0,12.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Khimkhola Settlement,28.42,83.58,Myagdi,3.0,6.0,0.0,6.0,5.0,25.0,20.0,5.0,40.0,50.0,55.0,MEDIUM
Rakhubang Village,28.4,83.6,Myagdi,5.0,9.0,2.0,5.0,6.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Takura Village Trail,28.35,83.55,Myagdi,4.0,7.0,0.0,8.0,6.0,20.0,15.0,5.0,45.0,60.0,65.0,HIGH
Dhorpatan Valley,28.3,83.0,Baglung,8.0,16.0,10.0,3.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Dhaulagiri View Baglung,28.4,83.45,Baglung,7.0,15.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,98.0,99.0,HIGH
Galkot Palace,28.22,83.42,Baglung,2.0,5.0,0.0,4.0,6.0,8.0,6.0,2.0,55.0,50.0,52.0,MEDIUM
Panchase Hill,28.23,83.8,Parbat,3.0,7.0,1.0,3.0,5.0,5.0,4.0,1.0,55.0,60.0,58.0,MEDIUM
Kushma Suspension Bridge,28.21,83.68,Parbat,4.0,2.0,0.0,12.0,3.0,10.0,8.0,2.0,65.0,65.0,65.0,HIGH
Modi River Area,28.3,83.7,Parbat,5.0,2.0,0.0,14.0,4.0,5.0,4.0,1.0,75.0,70.0,73.0,HIGH
Mahashila Rural Trail,28.2,83.65,Parbat,3.0,8.0,2.0,4.0,6.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Muldai View Point,28.42,83.72,Myagdi,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Mohare Danda,28.42,83.65,Myagdi,5.0,12.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Ghandruk Village,28.37,83.8,Kaski,2.0,5.0,0.0,3.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Chhomrong Village,28.52,83.82,Kaski,5.0,12.0,8.0,2.0,8.0,1.0,1.0,0.0,95.0,90.0,93.0,HIGH
Sinuwa Trail,28.52,83.85,Kaski,6.0,14.0,9.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Jhinu Danda Hot Spring,28.47,83.82,Kaski,3.0,6.0,0.0,4.0,5.0,5.0,4.0,1.0,60.0,55.0,58.0,MEDIUM
Deurali Annapurna Route,28.54,83.85,Kaski,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Machhapuchhre Model Trek,28.5,84.0,Kaski,8.0,16.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Lamachaur Area,28.26,83.95,Kaski,1.0,2.0,0.0,4.0,3.0,20.0,15.0,5.0,15.0,20.0,17.0,LOW
Bindabasini Temple,28.24,83.99,Kaski,1.0,0.0,0.0,2.0,4.0,40.0,35.0,10.0,5.0,10.0,8.0,LOW
Pumdikot Shiva Statue,28.16,83.92,Kaski,2.0,4.0,0.0,3.0,5.0,15.0,12.0,3.0,35.0,40.0,37.0,MEDIUM
Kahun Danda,28.25,84.0,Kaski,2.0,5.0,0.0,3.0,5.0,10.0,8.0,2.0,50.0,45.0,47.0,MEDIUM
Tansen Srinagar,27.87,83.55,Palpa,1.0,3.0,0.0,3.0,4.0,12.0,10.0,3.0,30.0,30.0,30.0,LOW
Bhagwati Temple Palpa,27.86,83.55,Palpa,1.0,2.0,0.0,3.0,4.0,15.0,12.0,3.0,25.0,30.0,27.0,LOW
Ridi Khola Area,27.85,83.85,Gulmi,4.0,2.0,0.0,13.0,3.0,5.0,4.0,1.0,70.0,65.0,68.0,HIGH
Gulmi Tamghas,28.08,83.25,Gulmi,2.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Sandhikharka Bazaar,28.1,83.12,Arghakhanchi,1.0,3.0,0.0,4.0,5.0,12.0,10.0,3.0,30.0,35.0,32.0,LOW
Swargadwari Temple,28.09,82.75,Pyuthan,3.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,55.0,50.0,52.0,MEDIUM
Jhimruk River,28.1,82.7,Pyuthan,4.0,1.0,0.0,14.0,3.0,3.0,3.0,1.0,70.0,65.0,68.0,HIGH
Rolpa Thawang,28.5,82.7,Rolpa,5.0,12.0,5.0,3.0,8.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Rukum East Dhorpatan,28.7,83.0,Rukum East,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Sisne Himal Rukum East,28.7,82.6,Rukum East,9.0,18.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kamalamai Sindhuli,27.25,85.97,Sindhuli,2.0,4.0,0.0,7.0,5.0,10.0,8.0,2.0,50.0,50.0,50.0,MEDIUM
Sindhuli Gadhi,27.27,85.97,Sindhuli,1.0,3.0,0.0,5.0,5.0,12.0,10.0,3.0,35.0,35.0,35.0,LOW
Bardibas Area,26.98,85.92,Mahottari,1.0,0.0,0.0,10.0,3.0,25.0,20.0,5.0,25.0,35.0,30.0,LOW
Jaleshwar Temple,26.65,85.8,Mahottari,1.0,0.0,0.0,12.0,2.0,20.0,15.0,5.0,30.0,40.0,35.0,LOW
Janakpur Dham,26.73,85.92,Dhanusha,0.0,0.0,0.0,8.0,2.0,50.0,40.0,10.0,10.0,20.0,15.0,LOW
Ram Mandir Janakpur,26.73,85.93,Dhanusha,0.0,0.0,0.0,6.0,2.0,40.0,35.0,8.0,10.0,15.0,12.0,LOW
Parsa Wildlife Reserve,27.25,84.85,Parsa,3.0,0.0,0.0,10.0,2.0,10.0,8.0,2.0,45.0,45.0,45.0,MEDIUM
Birgunj Heritage Area,27.01,84.88,Parsa,1.0,0.0,0.0,8.0,2.0,35.0,30.0,8.0,15.0,20.0,17.0,LOW
Bara Gadhimai Area,27.05,85.0,Bara,1.0,0.0,0.0,10.0,2.0,25.0,20.0,5.0,20.0,30.0,25.0,LOW
Simara Tourism Area,27.16,84.98,Bara,1.0,0.0,0.0,7.0,2.0,30.0,25.0,8.0,10.0,15.0,12.0,LOW
Hetauda Martyr Memorial,27.43,85.03,Makwanpur,1.0,2.0,0.0,5.0,5.0,25.0,20.0,5.0,20.0,30.0,25.0,LOW
Chisapani Makwanpur,27.55,85.1,Makwanpur,4.0,10.0,3.0,4.0,7.0,1.0,1.0,0.0,90.0,80.0,84.0,HIGH
Daman View Tower,27.6,85.1,Makwanpur,3.0,8.0,2.0,3.0,6.0,5.0,4.0,1.0,70.0,70.0,0.0,
Narchyang Village Trail,28.56,83.65,Myagdi,8.0,12.0,4.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Dana Rural Hot Spring,28.49,83.63,Myagdi,3.0,5.0,0.0,12.0,5.0,25.0,20.0,5.0,40.0,55.0,60.0,MEDIUM
Kuhu Village Route,28.35,83.5,Myagdi,5.0,9.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Muna Village Trail,28.47,83.45,Myagdi,6.0,11.0,3.0,3.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Ghorepani Rural Settlement,28.4,83.69,Myagdi,7.0,10.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Chimkhola Village,28.43,83.52,Myagdi,4.0,8.0,1.0,5.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Galeshwor Rural Temple,28.35,83.55,Myagdi,2.0,3.0,0.0,8.0,4.0,60.0,50.0,20.0,15.0,35.0,40.0,MEDIUM
Khibang Village,28.52,83.42,Myagdi,8.0,12.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Dhaulagiri Rural Camp,28.75,83.3,Myagdi,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Gurja Khani Village,28.6,83.35,Myagdi,10.0,15.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Lulang Village Trail,28.6,83.5,Myagdi,7.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Kuna Rural Viewpoint,28.55,83.4,Myagdi,4.0,7.0,0.0,4.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Dhorpatan Village Route,28.5,83.0,Baglung,12.0,16.0,8.0,4.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Galkot Rural Heritage Area,28.22,83.42,Baglung,3.0,5.0,0.0,7.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Nisi Village Trail,28.35,83.0,Baglung,8.0,13.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Tamankhola Route,28.42,83.05,Baglung,9.0,14.0,5.0,3.0,8.0,5.0,5.0,2.0,75.0,85.0,88.0,HIGH
Bungkot Village,28.25,83.65,Baglung,4.0,7.0,0.0,6.0,5.0,25.0,20.0,5.0,40.0,50.0,55.0,MEDIUM
Righa Rural Trail,28.3,83.45,Baglung,5.0,10.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Balewa Village View,28.22,83.62,Baglung,2.0,4.0,0.0,5.0,4.0,50.0,40.0,15.0,15.0,30.0,35.0,LOW
Parbat Rural Homestay,28.25,83.7,Parbat,3.0,6.0,0.0,8.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Durlung Village,28.25,83.65,Parbat,4.0,8.0,0.0,5.0,6.0,25.0,20.0,5.0,45.0,55.0,60.0,MEDIUM
Bajung Rural Trail,28.28,83.7,Parbat,5.0,9.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Ramja Village Route,28.3,83.68,Parbat,3.0,5.0,0.0,6.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Kushma Rural Cliff Area,28.22,83.68,Parbat,4.0,4.0,0.0,12.0,5.0,40.0,30.0,10.0,30.0,55.0,60.0,MEDIUM
Modi Rural River Camp,28.3,83.75,Parbat,7.0,5.0,0.0,20.0,6.0,15.0,10.0,3.0,65.0,75.0,80.0,HIGH
Majhgaun Homestay,28.3,83.85,Kaski,3.0,5.0,0.0,4.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Sikles Village Route,28.45,84.05,Kaski,8.0,12.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tangting Village,28.45,84.0,Kaski,5.0,8.0,2.0,4.0,6.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Lwang Village Tea Trail,28.4,83.85,Kaski,3.0,6.0,0.0,5.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Khoramukh Rural Area,28.42,84.1,Kaski,6.0,10.0,3.0,4.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Bhujung Lamjung Village,28.3,84.35,Lamjung,4.0,7.0,0.0,5.0,6.0,25.0,20.0,5.0,45.0,55.0,60.0,MEDIUM
Ghalegaun Rural Tourism,28.28,84.42,Lamjung,3.0,5.0,0.0,4.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Sange Khola Route,28.35,84.45,Lamjung,5.0,10.0,2.0,5.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Kulekhani Dam View,27.58,85.15,Makwanpur,3.0,1.0,0.0,14.0,3.0,8.0,6.0,2.0,65.0,65.0,65.0,HIGH
Markhu Village,27.62,85.15,Makwanpur,2.0,5.0,0.0,10.0,5.0,8.0,6.0,2.0,60.0,55.0,58.0,MEDIUM
Indrasarovar Lake,27.6,85.15,Makwanpur,3.0,0.0,0.0,15.0,3.0,10.0,8.0,2.0,60.0,65.0,62.0,MEDIUM
Bhimphedi Route,27.55,85.13,Makwanpur,4.0,8.0,2.0,5.0,7.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Sim Bhanjyang,27.62,85.12,Makwanpur,5.0,12.0,5.0,3.0,8.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Chitlang Village,27.65,85.25,Makwanpur,2.0,4.0,0.0,3.0,5.0,15.0,12.0,3.0,35.0,40.0,37.0,MEDIUM
Pharping Reservoir,27.61,85.26,Kathmandu,2.0,2.0,0.0,5.0,5.0,25.0,20.0,5.0,30.0,35.0,32.0,LOW
Dakshinkali Temple,27.59,85.26,Kathmandu,1.0,1.0,0.0,3.0,4.0,40.0,35.0,10.0,10.0,15.0,12.0,LOW
Taudaha Lake,27.62,85.26,Kathmandu,1.0,0.0,0.0,6.0,2.0,30.0,25.0,8.0,15.0,20.0,17.0,LOW
Khokana Heritage Village,27.63,85.29,Lalitpur,1.0,2.0,0.0,3.0,5.0,25.0,20.0,5.0,20.0,25.0,22.0,LOW
Patan Durbar Square,27.672,85.325,Lalitpur,1.0,0.0,0.0,2.0,8.0,60.0,50.0,15.0,10.0,15.0,12.0,LOW
Godavari Botanical Garden,27.59,85.38,Lalitpur,1.0,1.0,0.0,3.0,4.0,30.0,25.0,8.0,15.0,20.0,17.0,LOW
Phulchowki Hill,27.58,85.39,Lalitpur,5.0,12.0,3.0,3.0,7.0,2.0,1.0,0.0,90.0,85.0,87.0,HIGH
Bungamati Village,27.62,85.3,Lalitpur,1.0,2.0,0.0,3.0,5.0,25.0,20.0,5.0,20.0,25.0,22.0,LOW
Lakuri Bhanjyang,27.62,85.41,Lalitpur,2.0,5.0,0.0,3.0,5.0,12.0,10.0,3.0,50.0,45.0,47.0,MEDIUM
Kalinchowk Trek Route,27.8,86.02,Dolakha,6.0,14.0,9.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Jiri to Everest Trail,27.63,86.23,Dolakha,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Bigu Monastery,27.8,86.18,Dolakha,3.0,8.0,2.0,4.0,6.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Sailung Hill,27.7,86.1,Dolakha,5.0,12.0,6.0,3.0,8.0,1.0,1.0,0.0,95.0,85.0,89.0,HIGH
Marin Khola,27.25,85.9,Sindhuli,4.0,1.0,0.0,14.0,3.0,5.0,4.0,1.0,70.0,70.0,70.0,HIGH
Sindhuli Gadhi Trail,27.27,85.97,Sindhuli,1.0,3.0,0.0,5.0,5.0,12.0,10.0,3.0,35.0,35.0,35.0,LOW
Balephi River,27.95,85.7,Sindhupalchok,6.0,2.0,0.0,16.0,4.0,3.0,3.0,1.0,80.0,75.0,78.0,HIGH
Bhotekoshi River,27.95,85.95,Sindhupalchok,8.0,1.0,0.0,18.0,4.0,2.0,2.0,0.0,90.0,80.0,85.0,HIGH
Tatopani Hot Spring,27.95,85.95,Sindhupalchok,3.0,4.0,0.0,15.0,5.0,5.0,4.0,1.0,65.0,70.0,68.0,HIGH
Langtang Kyanjin,28.22,85.61,Rasuwa,10.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Cholangpati,28.1,85.43,Rasuwa,7.0,15.0,12.0,1.0,9.0,0.0,0.0,0.0,100.0,98.0,99.0,HIGH
Thulo Syabru,28.15,85.35,Rasuwa,4.0,10.0,5.0,3.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Manaslu Circuit Lower Trail,28.55,84.6,Gorkha,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Philim Village,28.58,84.82,Gorkha,5.0,12.0,7.0,2.0,8.0,1.0,1.0,0.0,95.0,90.0,93.0,HIGH
Deng Village,28.6,84.75,Gorkha,6.0,14.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Lho Village,28.63,84.65,Gorkha,7.0,15.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Chhokangparo,28.57,85.0,Gorkha,8.0,16.0,13.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
