Source,Destination,District,Province,Transport Cost (USD),Food Cost/Day (USD),Accommodation/Night (USD),Local Taxi/Rick
Mugu,Rara Lake,Mugu,Karnali,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Humla,Limi Valley,Humla,Karnali,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Dolpa,Shey Phoksundo,Dolpa,Karnali,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Dolpa,Dho Tarap,Dolpa,Karnali,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Kalikot,Pachal Waterfall,Kalikot,Karnali,100-180,25-50,10-20,10-20,150-300,100-200,395-770
Jajarkot,Nalgad,Jajarkot,Karnali,60-120,20-40,10-20,5-15,100-250,50-150,245-595
Rukum,Maikot,Rukum West,Karnali,0,60-120,0,80-120,700-1000,500-800,1340-2160
Salyan,Kupinde Lake,Salyan,Karnali,30-70,20-40,10-20,5-15,100-200,50-150,215-495
Dang,Purandhara,Dang,Lumbini,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Dang,Barhakune Lake,Dang,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Tulsipur,Purandhara,Dang,Lumbini,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Kapilvastu,Tilaurakot,Kapilvastu,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Kapilvastu,Jagdishpur Lake,Kapilvastu,Lumbini,20-50,15-30,10-20,3-10,50-150,20-80,118-330
Palpa,Rani Mahal,Palpa,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Palpa,Srinagar Hill,Palpa,Lumbini,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Gulmi,Resunga,Gulmi,Lumbini,20-50,20-40,10-20,5-15,100-200,50-150,205-475
Arghakhanchi,Supa Deurali,Arghakhanchi,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Pyuthan,Swargadwari,Pyuthan,Lumbini,50-100,25-50,10-20,10-20,150-300,80-200,325-690
Rolpa,Jaljala,Rolpa,Lumbini,0,70-120,0,80-120,700-1000,500-800,1350-2160
Nawalpur,Amaltari,Nawalpur,Gandaki,30-70,20-40,20-50,10-20,150-300,100-250,330-730
Gorkha,Manakamana,Gorkha,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Gorkha,Barpak,Gorkha,Gandaki,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Lamjung,Ghalegaun,Lamjung,Gandaki,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Tanahun,Bandipur,Tanahun,Gandaki,10-25,15-30,10-20,3-10,100-250,30-100,168-435
Syangja,Sirubari,Syangja,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Parbat,Kushma Gorge,Parbat,Gandaki,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Baglung,Dhorpatan,Baglung,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Myagdi,Khopra Danda,Myagdi,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Mustang,Upper Mustang,Mustang,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Manang,Nar Phu Valley,Manang,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Kathmandu,Manakamana,Gorkha,Gandaki,40-90,20-40,5-15,10-20,20-60,50-150,145-375
Bharatpur,Manakamana,Gorkha,Gandaki,30-70,20-40,5-15,10-20,20-60,50-150,135-355
Gorkha,Barpak,Gorkha,Gandaki,40-100,25-50,10-20,20-50,20-60,80-200,195-480
Gorkha,Laprak,Gorkha,Gandaki,50-120,30-60,10-30,30-80,20-70,100-250,240-610
Besisahar,Manang,Manang,Gandaki,80-180,40-80,20-50,50-150,20-80,100-300,310-840
Besisahar,Chame,Manang,Gandaki,70-160,35-70,20-40,30-100,20-70,80-200,255-640
Lamjung,Talbesi,Lamjung,Gandaki,20-60,20-40,5-10,0-10,20-50,20-80,85-250
Beni,Jomsom,Mustang,Gandaki,80-180,30-60,10-30,20-50,20-70,100-250,260-640
Beni,Muktinath,Mustang,Gandaki,100-220,35-70,10-30,30-80,20-70,100-250,295-720
Jomsom,Kagbeni,Mustang,Gandaki,20-50,25-50,5-15,10-20,20-60,50-120,130-315
Jomsom,Lo Manthang,Mustang,Gandaki,150-350,50-100,20-50,500-700,20-80,300-700,1040-1980
Baglung,Dhorpatan,Baglung,Gandaki,60-150,30-60,10-30,20-60,20-70,80-200,220-570
Baglung,Burja Khani,Baglung,Gandaki,50-120,25-50,10-20,10-30,20-60,50-150,165-430
Kushma,Modi Valley,Parbat,Gandaki,30-80,25-50,5-15,10-20,20-60,40-120,130-345
Kushma,Beni,Parbat/Gandaki,40-100,25-50,5-20,0-20,20-60,30-100,120-350
Syangja,Sirubari,Syangja,Gandaki,20-60,25-50,5-15,10-20,20-60,30-100,110-305
Syangja,Waling,Syangja,Gandaki,10-40,20-40,5-10,0-10,20-50,20-80,75-230
Tanahun,Bandipur,Tanahun,Gandaki,10-40,20-40,5-10,0-10,25-70,40-150,100-320
Tanahun,Damauli,Tanahun,Gandaki,10-30,15-35,5-10,0-5,20-50,20-70,70-200
Nawalpur,Devchuli,Nawalpur,Gandaki,10-40,15-35,5-10,0-10,20-60,30-100,80-255
Nawalpur,Triveni,Nawalpur,Gandaki,20-50,20-40,5-15,0-10,20-60,30-100,95-275
Mustang,Korala Border,Mustang,Gandaki,100-250,40-80,20-50,50-100,20-70,100-300,330-850
Manang,Khangsar,Manang,Gandaki,30-80,30-60,10-20,20-50,20-60,80-200,190-470
Manang,Braka Village,Manang,Gandaki,20-60,30-60,10-20,20-50,20-60,50-150,150-400
Gorkha,Chumchet,Gorkha,Gandaki,150-300,40-80,20-50,100-250,20-70,150-400,480-1150
Lamjung,Ghalegaun,Lamjung,Gandaki,40-100,25-50,10-20,10-30,20-70,50-150,155-420
Myagdi,Ghorepani,Myagdi,Gandaki,80-160,30-60,10-30,20-50,15-50,80-200,235-550
Myagdi,Rupa Lake Area,Kaski/Gandaki,Gandaki,50-120,25-50,10-20,10-30,20-60,40-120,155-400
Gorkha,Manaslu Base Camp,Gorkha,Gandaki,200-500,45-90,20-50,150-400,20-80,200-600,635-1720
Gorkha,Samagaun,Gorkha,Gandaki,250-550,50-100,30-60,150-350,20-80,250-600,700-1740
Gorkha,Soti Khola,Gorkha,Gandaki,80-180,30-60,10-30,20-60,20-70,80-200,240-600
Gorkha,Chhekampaar,Gorkha,Gandaki,300-600,50-100,40-80,200-500,20-80,300-700,910-2060
Besisahar,Tal Village,Manang,Gandaki,120-250,40-80,20-50,50-150,20-70,100-250,350-850
Besisahar,Dharapani,Manang,Gandaki,80-180,35-70,20-40,30-100,20-70,80-200,265-660
Besisahar,Upper Pisang,Manang,Gandaki,150-300,40-80,20-50,50-150,20-70,100-300,380-950
Pokhara,Kaski Rural Trail,Kaski,Gandaki,20-60,25-50,5-20,10-30,20-60,40-120,120-340
Pokhara,Naudanda,Kaski,Gandaki,10-30,15-35,5-10,0-10,20-50,20-80,70-215
Pokhara,Lumle,Kaski,Gandaki,20-50,20-40,5-15,0-10,20-60,30-100,95-275
Pokhara,Dhampus,Kaski,Gandaki,20-60,25-50,5-15,10-20,20-60,40-120,120-325
Pokhara,Austrian Camp,Kaski,Gandaki,20-50,25-50,5-15,10-20,20-60,40-120,120-315
Pokhara,Landruk,Kaski,Gandaki,50-120,30-60,10-30,20-50,15-50,80-200,205-510
Pokhara,Jhinu Danda,Kaski,Gandaki,60-140,30-60,10-30,20-50,15-50,80-200,215-530
Pokhara,Sikles,Kaski,Gandaki,70-150,30-60,10-30,20-50,20-60,80-200,230-550
Pokhara,Tangting,Kaski,Gandaki,60-130,30-60,10-30,20-50,20-60,70-180,210-510
Beni,Annapurna Sanctuary Trail,Myagdi,Gandaki,100-250,40-80,20-40,50-120,20-70,100-300,330-860
Beni,Rahughat,Myagdi,Gandaki,60-130,25-50,10-20,10-30,20-60,50-150,175-440
Beni,Galeshwor,Myagdi,Gandaki,20-50,15-35,5-10,0-10,20-50,20-80,80-235
Beni,Kali Gandaki Valley,Myagdi,Gandaki,80-180,30-60,10-30,30-80,20-70,100-250,270-670
Jomsom,Kagbeni,Mustang,Gandaki,20-60,25-50,5-15,10-20,20-60,50-120,130-325
Jomsom,Muktinath Temple,Mustang,Gandaki,40-100,30-60,10-20,20-50,20-70,80-200,200-500
Jomsom,Tukuche,Mustang,Gandaki,30-80,25-50,5-15,10-30,20-60,50-150,140-385
Jomsom,Marpha,Mustang,Gandaki,30-80,25-50,5-15,10-30,20-60,50-150,140-385
Mustang,Lomanthang,Mustang,Gandaki,200-500,60-120,30-70,500-700,20-100,300-700,1110-2190
Parbat,Kushma City,Parbat,Gandaki,10-40,15-35,5-10,0-10,20-50,20-80,70-225
Parbat,Jaljala,Parbat,Gandaki,30-80,25-50,5-15,10-30,20-60,40-120,130-355
Parbat,Modi Khola,Parbat,Gandaki,40-100,25-50,10-20,10-30,20-60,50-150,155-410
Tanahun,Bandipur,Tanahun,Gandaki,10-40,20-40,5-10,0-10,25-70,40-150,100-320
Tanahun,Chhimkeshwari,Tanahun,Gandaki,30-80,25-50,10-20,10-20,20-60,40-120,135-350
Syangja,Sirubari,Syangja,Gandaki,20-60,25-50,5-15,10-20,20-60,30-100,110-305
Syangja,Panchase,Syangja,Gandaki,40-100,30-60,10-20,20-50,15-50,80-200,195-480
Nawalpur,Maulakalika Temple,Nawalpur,Gandaki,10-40,15-35,5-10,0-10,20-60,20-100,70-255
Nawalpur,Devchuli Hill,Nawalpur,Gandaki,20-60,20-40,5-15,10-20,20-60,50-150,125-345
Biratnagar,Pathibhara Taplejung,Taplejung,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Biratnagar,Kanchenjunga Base Camp,Taplejung,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Dharan,Hile,Dhankuta,Koshi,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Dharan,Teen Jure,Terhathum,Koshi,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Dharan,Tinjure Milke,Terhathum,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Itahari,Tarhara,Sunsari,Koshi,10-20,15-30,10-20,3-10,50-150,20-80,108-310
Itahari,Basantapur,Terhathum,Koshi,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Ilam,Shree Antu,Ilam,Koshi,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Ilam,Fikkal,Ilam,Koshi,10-20,15-30,10-20,3-10,80-200,30-100,148-380
Ilam,Maipokhari,Ilam,Koshi,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Phidim,Sandakpur,Panchthar,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Phidim,Yangwarak,Panchthar,Koshi,50-120,20-40,10-20,5-15,100-250,50-150,235-595
Taplejung,Olangchungola,Taplejung,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Solukhumbu,Thame,Solukhumbu,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Solukhumbu,Pike Peak,Solukhumbu,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Bhojpur,Maiyung,Bhojpur,Koshi,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Bhojpur,Silichung,Bhojpur,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Khotang,Halesi,Khotang,Koshi,40-90,20-40,10-20,5-15,100-250,50-150,225-565
Udayapur,Belaka,Udayapur,Koshi,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Rajbiraj,Koshi Tappu,Saptari/Morang,Koshi,40-80,20-40,20-50,10-20,150-300,100-250,340-740
Janakpur,Mithila Art Village,Dhanusha,Madhesh,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Janakpur,Dhanushadham,Dhanusha,Madhesh,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Birgunj,Bindabasini Temple,P Parsa,Madhesh,20-40,15-30,10-20,3-10,50-150,20-80,118-330
Birgunj,Parsa Wildlife Reserve,Parsa,Madhesh,30-70,20-40,20-50,10-20,150-300,100-250,330-730
Hetauda,Markhu,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Hetauda,Kulekhani Lake,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Bharatpur,Chitwan Jungle Safari,Chitwan,Bagmati,10-25,20-40,20-50,10-20,150-300,100-300,310-735
Bharatpur,Chitwan Elephant Breeding,Chitwan,Bagmati,10-25,15-30,10-20,5-15,100-250,50-150,190-490
Dhulikhel,Namobuddha,Kavre,Bagmati,15-30,15-30,10-20,3-10,80-200,30-100,153-390
Dhulikhel,Panauti,Kavre,Bagmati,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Nuwakot,Kakani,Nuwakot,Bagmati,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Nuwakot,Nuwakot Durbar,Nuwakot,Bagmati,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Dhading,Tripura Sundari,Dhading,Bagmati,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Dhading,Ruby Valley,Dhading,Bagmati,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Rasuwa,Langtang,Rasuwa,Bagmati,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Rasuwa,Tamang Heritage Trail,Rasuwa,Bagmati,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Sindhupalchok,Helambu,Sindhupalchok,Bagmati,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Sindhupalchok,Panch Pokhari,Sindhupalchok,Bagmati,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Dolakha,Kalinchowk,Dolakha,Bagmati,40-90,25-50,10-20,10-20,150-300,100-200,335-680
Dolakha,Jiri,Dolakha,Bagmati,20-60,20-40,10-20,5-15,100-250,50-150,205-535
Ramechhap,Thodung,Ramechhap,Bagmati,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Sindhuli,Sindhuligadhi,Sindhuli,Bagmati,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Makwanpur,Chitlang,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Gorkha,Chum Valley,Gorkha,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Gorkha,Manaslu,Gorkha,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Lamjung,Siurung,Lamjung,Gandaki,40-90,20-40,10-20,5-15,100-250,50-150,225-565
Tanahun,Bandipur,Tanahun,Gandaki,10-25,15-30,10-20,3-10,100-250,30-100,168-435
Syangja,Sirubari,Syangja,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Baglung,Dhorpatan,Baglung,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Myagdi,Mohare Danda,Myagdi,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Mustang,Muktinath,Mustang,Gandaki,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Manang,Annapurna Circuit,Manang,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Biratnagar,Basantapur,Terhathum,Koshi,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Biratnagar,Tinjure Milke,Terhathum,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Dharan,Shivadhara,Dhankuta,Koshi,40-80,20-40,10-20,5-15,100-250,50-150,225-555
Dharan,Raja Rani Lake,Dhankuta,Koshi,50-100,25-50,10-20,5-15,100-250,50-150,240-585
Itahari,Koshi Tappu,Sunsari,Koshi,40-80,20-40,20-50,10-20,150-300,100-250,340-740
Itahari,Barahachhetra,Sunsari,Koshi,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Ilam,Antu Danda,Ilam,Koshi,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Ilam,Kanyam,Ilam,Koshi,10-20,15-30,10-20,3-10,80-200,30-100,148-380
Ilam,Sandakpur,Ilam,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Taplejung,Pathibhara,Taplejung,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Taplejung,Kanchenjunga Base Camp,Taplejung,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Solukhumbu,Everest Base Camp,Solukhumbu,Koshi,0,120-200,0,150-250,1200-1800,1000-1500,2470-3950
Solukhumbu,Thame,Solukhumbu,Koshi,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Bhojpur,Silichung,Bhojpur,Koshi,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Khotang,Halesi,Khotang,Koshi,40-90,20-40,10-20,5-15,100-250,50-150,225-565
Udayapur,Belaka,Udayapur,Koshi,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Rajbiraj,Koshi Tappu,Saptari,Madhesh,40-80,20-40,20-50,10-20,150-300,100-250,340-740
Janakpur,Mithila Village,Dhanusha,Madhesh,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Janakpur,Jaleshwar,Mahottari,Madhesh,20-40,15-30,10-20,3-10,50-150,20-80,118-330
Birgunj,Parsa Wildlife Reserve,Parsa,Madhesh,30-70,20-40,20-50,10-20,150-300,100-250,330-730
Birgunj,Simraungadh,Bara,Madhesh,30-60,15-30,10-20,3-10,80-200,30-100,168-420
Hetauda,Markhu,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Hetauda,Daman,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Bharatpur,Sauraha,Chitwan,Bagmati,10-25,20-40,20-50,10-20,150-300,100-250,310-695
Bharatpur,Meghauli,Chitwan,Bagmati,20-50,20-40,20-50,10-20,150-300,100-250,320-710
Dhulikhel,Namobuddha,Kavre,Bagmati,15-30,15-30,10-20,3-10,80-200,30-100,153-390
Dhulikhel,Panauti,Kavre,Bagmati,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Nuwakot,Kakani,Nuwakot,Bagmati,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Dhading,Ruby Valley,Dhading,Bagmati,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Rasuwa,Langtang,Rasuwa,Bagmati,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Sindhupalchok,Helambu,Sindhupalchok,Bagmati,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Dolakha,Kalinchowk,Dolakha,Bagmati,40-90,25-50,10-20,10-20,150-300,100-200,335-680
Ramechhap,Thodung,Ramechhap,Bagmati,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Makwanpur,Chitlang,Makwanpur,Bagmati,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Gorkha,Barpak,Gorkha,Gandaki,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Gorkha,Manaslu,Gorkha,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Lamjung,Ghalegaun,Lamjung,Gandaki,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Tanahun,Bandipur,Tanahun,Gandaki,10-25,15-30,10-20,3-10,100-250,30-100,168-435
Syangja,Sirubari,Syangja,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Parbat,Kushma,Parbat,Gandaki,10-25,15-30,10-20,3-10,80-200,30-100,148-385
Baglung,Dhorpatan,Baglung,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Myagdi,Mohare Danda,Myagdi,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Mustang,Lo Manthang,Mustang,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Manang,Tilicho Lake,Manang,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Pokhara,Kaskikot,Kaski,Gandaki,20-50,20-40,5-15,0-10,20-60,30-100,95-275
Pokhara,Begnas Lake,Kaski,Gandaki,10-30,15-35,5-10,0-10,20-60,20-100,70-245
Pokhara,Rupa Lake,Kaski,Gandaki,10-30,15-35,5-10,0-10,20-60,20-80,70-225
Pokhara,Hemja,Kaski,Gandaki,10-30,15-35,5-10,0-10,20-50,20-80,70-215
Pokhara,Armala,Kaski,Gandaki,15-40,15-35,5-10,0-10,20-50,20-80,75-225
Gorkha,Gorkha Durbar,Gorkha,Gandaki,10-30,15-35,5-10,5-15,20-50,20-80,75-220
Gorkha,Aarughat,Gorkha,Gandaki,40-100,25-50,10-20,10-30,20-60,50-150,155-410
Gorkha,Fujel,Gorkha,Gandaki,20-60,20-40,5-15,0-10,20-60,30-100,95-285
Gorkha,Sirdibas,Gorkha,Gandaki,120-250,35-70,20-40,50-120,20-70,100-300,345-850
Lamjung,Besisahar,Lamjung,Gandaki,10-40,15-35,5-10,0-10,20-50,20-80,70-225
Lamjung,Khudi,Lamjung,Gandaki,20-60,20-40,5-15,0-20,20-60,30-100,95-295
Lamjung,Ghalegaun,Lamjung,Gandaki,40-100,30-60,10-20,20-50,20-70,80-200,200-500
Lamjung,Bhujung,Lamjung,Gandaki,50-120,30-60,10-30,20-60,20-70,100-250,230-590
Manang,Humde Airport,Manang,Gandaki,100-250,40-80,20-40,50-150,20-70,100-300,330-890
Manang,Braga Village,Manang,Gandaki,20-60,30-60,5-15,10-30,20-60,50-150,135-375
Manang,Ice Lake,Manang,Gandaki,80-180,40-80,10-30,20-60,20-70,100-250,270-670
Mustang,Muktinath,Mustang,Gandaki,40-100,30-60,10-20,20-50,20-70,80-200,200-500
Mustang,Eklebatti,Mustang,Gandaki,20-50,25-50,5-15,10-20,20-60,40-120,120-315
Mustang,Chhusang,Mustang,Gandaki,80-180,35-70,10-30,30-80,20-70,100-250,275-680
Mustang,Yara Village,Mustang,Gandaki,250-550,50-100,30-70,300-500,20-80,200-500,850-1800
Myagdi,Beni Bazaar,Myagdi,Gandaki,10-30,15-35,5-10,0-10,20-50,20-80,70-215
Myagdi,Tatopani Hot Spring,Myagdi,Gandaki,30-80,25-50,5-15,10-20,20-60,40-120,130-345
Myagdi,Ghorepani,Myagdi,Gandaki,60-140,30-60,10-30,20-50,15-50,80-200,215-530
Myagdi,Poon Hill,Myagdi,Gandaki,80-160,35-70,10-30,30-60,15-50,100-250,265-620
Baglung,Baglung Bazaar,Baglung,Gandaki,10-30,15-35,5-10,0-10,20-50,20-80,70-215
Baglung,Dhorpatan,Baglung,Gandaki,80-180,30-60,10-30,20-60,20-70,100-250,260-650
Baglung,Bungad,Baglung,Gandaki,50-120,25-50,10-20,10-30,20-60,50-150,165-430
Parbat,Kushma Bridge,Parbat,Gandaki,10-30,15-35,5-10,0-10,20-50,20-80,70-215
Parbat,Modi Rural Area,Parbat,Gandaki,40-100,25-50,10-20,10-30,20-60,50-150,155-410
Syangja,Waling,Syangja,Gandaki,10-40,15-35,5-10,0-10,20-50,20-80,70-225
Syangja,Putalibazar,Syangja,Gandaki,10-30,15-35,5-10,0-10,20-50,20-70,70-215
Tanahun,Damauli,Tanahun,Gandaki,10-30,15-35,5-10,0-5,20-50,20-70,70-200
Tanahun,Bandipur,Tanahun,Gandaki,20-50,20-40,5-15,0-10,25-70,40-150,110-335
Nawalpur,Gaindakot,Nawalpur,Gandaki,10-30,15-35,5-10,0-5,20-50,20-70,70-200
Nawalpur,Triveni Dham,Nawalpur,Gandaki,30-70,20-40,5-15,0-10,20-60,30-100,105-295
Nepalgunj,Banke National Park,Banke,Lumbini,20-50,20-40,20-50,10-20,150-300,100-250,320-710
Nepalgunj,Bardia National Park,Bardia,Lumbini,40-80,20-40,20-50,10-20,150-300,100-250,340-740
Nepalgunj,Rani Tal,Banke,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Kohalpur,Banke Forest,Banke,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Tulsipur,Barhakune Lake,Dang,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Dang,Purandhara,Dang,Lumbini,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Dang,Chamekhola,Dang,Lumbini,40-90,20-40,10-20,5-15,100-250,50-150,225-565
Butwal,Tansen,Palpa,Lumbini,10-25,15-30,10-20,3-10,100-200,30-100,168-385
Butwal,Rani Mahal,Palpa,Lumbini,20-40,15-30,10-20,3-10,100-200,30-100,178-400
Butwal,Supa Deurali,Arghakhanchi,Lumbini,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Bhairahawa,Lumbini,Rupandehi,Lumbini,10-20,15-30,10-20,3-10,50-150,20-80,108-310
Bhairahawa,Palpa Tansen,Palpa,Lumbini,40-80,20-40,10-20,5-15,100-250,50-150,225-555
Kapilvastu,Tilaurakot,Kapilvastu,Lumbini,10-25,15-30,10-20,3-10,50-150,20-80,108-315
Ghorahi,Jharana Dang,Dang,Lumbini,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Pyuthan,Swargadwari,Pyuthan,Lumbini,50-100,25-50,10-20,10-20,150-300,80-200,325-690
Rolpa,Thawang,Rolpa,Lumbini,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Rolpa,Jaljala,Rolpa,Lumbini,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Gulmi,Resunga,Gulmi,Lumbini,20-50,20-40,10-20,5-15,100-200,50-150,205-475
Gulmi,Musikot,Gulmi,Lumbini,40-90,20-40,10-20,5-15,100-250,50-150,225-565
Arghakhanchi,Sandhikharka,Arghakhanchi,Lumbini,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Nawalparasi,Amaltari,Nawalpur,Gandaki,30-70,20-40,20-50,10-20,150-300,100-250,330-730
Nawalpur,Devchuli,Nawalpur,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Pokhara excluded,Phewa Lake,Kaski,Gandaki,0,0,0,0,0,0,0
Baglung,Panchakot,Baglung,Gandaki,10-30,15-30,10-20,3-10,80-200,30-100,148-390
Baglung,Dhorpatan,Baglung,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Parbat,Kushma Bungee,Parbat,Gandaki,10-25,15-30,10-20,3-10,80-200,50-150,168-435
Parbat,Panchase,Parbat,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Syangja,Sirubari,Syangja,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Syangja,Panchase,Syangja,Gandaki,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Tanahun,Devghat,Tanahun,Gandaki,20-50,15-30,10-20,3-10,80-200,30-100,158-410
Tanahun,Bandipur,Tanahun,Gandaki,10-25,15-30,10-20,3-10,100-250,30-100,168-435
Lamjung,Ghalegaun,Lamjung,Gandaki,30-70,20-40,10-20,5-15,100-250,50-150,215-545
Lamjung,Khudi,Lamjung,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Gorkha,Manakamana,Gorkha,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Gorkha,Barpak,Gorkha,Gandaki,80-150,25-50,10-20,10-20,150-300,100-200,375-740
Gorkha,Rupina La,Gorkha,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Myagdi,Galeshwor,Myagdi,Gandaki,20-50,20-40,10-20,5-15,100-250,50-150,205-525
Myagdi,Khopra Danda,Myagdi,Gandaki,0,100-180,0,120-180,1000-1500,800-1200,2020-3240
Mustang,Kagbeni,Mustang,Gandaki,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Mustang,Muktinath,Mustang,Gandaki,0,80-150,0,100-150,800-1200,600-1000,1580-2500
Mustang,Marpha,Mustang,Gandaki,0,70-120,0,80-120,700-1000,500-800,1350-2160
