key,city,area,district,province,display_name
"28.1697885,83.9810767",Pokhara,,कास्की,गण्डकी प्रदेश,"Poultry Farm, फोक्सिङ क्षेत्र, Pokhara-21, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल"
"28.1879888,83.9735857",Pokhara,,कास्की,गण्डकी प्रदेश,"Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल"
"27.9124655,84.8927716",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9124815,84.8937982",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.7587043,85.3579316",बूढानीलकण्ठ,,काठमाडौं जिल्ला,बागमती प्रदेश,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानीलकण्ठ नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 40607, नेपाल"
"27.5828208,84.2755344",भरतपुर,शुक्रनगर,चितवन जिल्ला,बागमती प्रदेश,"शुक्रनगर, Bharatpur-25, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.5832015,84.2758456",भरतपुर,शुक्रनगर,चितवन जिल्ला,बागमती प्रदेश,"शुक्रनगर, Bharatpur-25, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.5820322,84.2745604",भरतपुर,शुक्रनगर,चितवन जिल्ला,बागमती प्रदेश,"शुक्रनगर, Bharatpur-25, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"28.0723574,81.6315517",नेपालगञ्ज,Kurmi Tol,बाँके,लुम्बिनी प्रदेश,"Kurmi Tol, Nepalgunj-01, नेपालगञ्ज, NSMC-24 | Khas Karkando, बाँके, लुम्बिनी प्रदेश, 27900, नेपाल"
"28.2016211,83.9428095",Pokhara,,कास्की,गण्डकी प्रदेश,"polutry Farm, Pokhara-22, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"28.2987083,83.7922585",Annapurna,,कास्की,गण्डकी प्रदेश,"Kaurabot, Annapurna-06, Lumle, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"27.6208115,85.5544938",धुलिखेल,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"कुट्टल, Dhulikhel-03, धुलिखेल, दुधौली नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 09771, नेपाल"
"27.6273455,86.1163502",वैतेश्वर गाउँपालिका,,दोलखा जिल्ला,बागमती प्रदेश,"वैतेश्वर, वैतेश्वर गाउँपालिका, दोलखा जिल्ला, बागमती प्रदेश, नेपाल"
"27.6224923,83.4786248",तिलोत्तमा,,रुपन्देही,लुम्बिनी प्रदेश,"Tilottama-05, तिलोत्तमा, Tilottama, रुपन्देही, लुम्बिनी प्रदेश, 32903, नेपाल"
"28.0843145,83.246581",Tamghas,,गुल्मी,लुम्बिनी प्रदेश,"Resunga-04, Tamghas, Resunga, गुल्मी, लुम्बिनी प्रदेश, नेपाल"
"28.37618,83.5689894",Raghuganga,,म्याग्दी,गण्डकी प्रदेश,"Rānīpauwa, Raghuganga-03, Raghuganga, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"27.5856794,83.6896831",Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,"Sundar Basti, Sunwal, Nawalparasi W, लुम्बिनी प्रदेश, नेपाल"
"28.3581097,83.56405",Beni,,म्याग्दी,गण्डकी प्रदेश,"Beni-08, Beni, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"27.6250742,83.5204207",तिलोत्तमा,,रुपन्देही,लुम्बिनी प्रदेश,"Tilottama-11, तिलोत्तमा, Tilottama, रुपन्देही, लुम्बिनी प्रदेश, नेपाल"
"27.51809,83.4509375",सिद्धार्थनगर,,रुपन्देही,लुम्बिनी प्रदेश,"मिधावालिया, Siddharthanagar-08, सिद्धार्थनगर, Siddharthanagar, रुपन्देही, लुम्बिनी प्रदेश, 32900, नेपाल"
"29.401087,83.02881",Shey Phoksundo,,डोल्पा,कर्णाली प्रदेश,"Namgung, Shey Phoksundo, डोल्पा, कर्णाली प्रदेश, 21400, नेपाल"
"27.6272497,85.3025191",ललितपुर,बुङ्गमती,ललितपुर जिल्ला,बागमती प्रदेश,"बुङ्गमती, Lalitpur-22, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 44700, नेपाल"
"27.939196,84.4060435",Bimalnagar,,तनहुँ,गण्डकी प्रदेश,"Bimalnagar, Bandipur, तनहुँ, गण्डकी प्रदेश, 33904, नेपाल"
"27.7095432,85.5023611",चाँगुनारायण नगरपालिका,,भक्तपुर जिल्ला,बागमती प्रदेश,"Changunarayan-06, चाँगुनारायण नगरपालिका, भक्तपुर जिल्ला, बागमती प्रदेश, 44812, नेपाल"
"27.7208144,85.3618168",काठमाडौँ महानगरपालिका,बौद्ध,काठमाडौं जिल्ला,बागमती प्रदेश,"बौद्ध, Kathmandu-06, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44602, नेपाल"
"26.7239863,87.1738634",बराहक्षेत्र नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Barahaksetra-04, बराहक्षेत्र नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, 56703, नेपाल"
"27.3077831,86.3774917",सुनकोशी गाउँपालिका,,ओखलढुङ्गा जिल्ला,कोशी प्रदेश,"Kosh Bhanjyang, Sunkoshi-09, सुनकोशी गाउँपालिका, ओखलढुङ्गा जिल्ला, कोशी प्रदेश, नेपाल"
"27.3073345,86.3779436",सुनकोशी गाउँपालिका,,ओखलढुङ्गा जिल्ला,कोशी प्रदेश,"Kosh Bhanjyang, Sunkoshi-09, सुनकोशी गाउँपालिका, ओखलढुङ्गा जिल्ला, कोशी प्रदेश, नेपाल"
"28.3762242,83.8759851",Machhapuchchhre,,कास्की,गण्डकी प्रदेश,"Kalimati, Machhapuchchhre-09, Saiti Ghatta, Machhapuchchhre, कास्की, गण्डकी प्रदेश, नेपाल"
"26.4401612,87.2824812",बिराटनगर महानगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Biratnagar-10, बिराटनगर महानगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"28.3051225,83.9801071",Pokhara,,कास्की,गण्डकी प्रदेश,"Kewoare, Pokhara, कास्की, गण्डकी प्रदेश, 60600, नेपाल"
"27.3055988,86.3829486",सुनकोशी गाउँपालिका,,ओखलढुङ्गा जिल्ला,कोशी प्रदेश,"सुनकोशी, सुनकोशी गाउँपालिका, ओखलढुङ्गा जिल्ला, कोशी प्रदेश, नेपाल"
"27.6593128,85.3496074",महालक्ष्मी,,ललितपुर जिल्ला,बागमती प्रदेश,"सीतापाखा, Mahalaxmi-04, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 44705, नेपाल"
"27.3236708,86.382443",सुनकोशी गाउँपालिका,,ओखलढुङ्गा जिल्ला,कोशी प्रदेश,"Dovan, Sunkoshi-09, सुनकोशी गाउँपालिका, ओखलढुङ्गा जिल्ला, कोशी प्रदेश, नेपाल"
"27.9560884,83.7661549",वालिङ,,स्याङ्जा,गण्डकी प्रदेश,"Waling-08, वालिङ, Waling, स्याङ्जा, गण्डकी प्रदेश, नेपाल"
"28.148887,83.7433788",Phalebas,,पर्वत,गण्डकी प्रदेश,"Phalebas-01, Phalebas, पर्वत, गण्डकी प्रदेश, नेपाल"
"27.4704407,83.2843054",Lumbini Sanskritik,,रुपन्देही,लुम्बिनी प्रदेश,"Lumbini Bazaar, Lumbini Sanskritik, रुपन्देही, लुम्बिनी प्रदेश, 32914, नेपाल"
"27.9112158,84.8924055",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.6962567,80.605171",Dhangadhi,,कैलाली,सुदूरपश्चिम प्रदेश,"Dhangadhi-08, Dhangadhi, कैलाली, सुदूरपश्चिम प्रदेश, नेपाल"
"27.4975353,83.2775483",Lumbini Sanskritik,,रुपन्देही,लुम्बिनी प्रदेश,"पर्सा, Lumbini Sanskritik, रुपन्देही, लुम्बिनी प्रदेश, 32914, नेपाल"
"28.1337767,85.3546483",गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,"दुर्सागाङ, Gosaikunda-05, ब्राबल, गोसाइँकुण्ड गाउँपालिका, रसुवा जिल्ला, बागमती प्रदेश, नेपाल"
"27.6901531,84.4208466",भरतपुर,बाह्रघरे,चितवन जिल्ला,बागमती प्रदेश,"बाह्रघरे, Bharatpur-03, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, 44027, नेपाल"
"27.6809157,84.4226504",भरतपुर महानगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,"Bharatpur-10, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, 44207, नेपाल"
"28.2449409,83.9475291",Pokhara,पाडेली,कास्की,गण्डकी प्रदेश,"Suvalab Agro Farm and Tourisam, पाडेली, Pokhara-18, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"26.6021001,87.1694221",इनरुवा,,सुनसरी जिल्ला,कोशी प्रदेश,"शारदा टोल, Inaruwa-05, इनरुवा, इनरुवा नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"27.5780467,83.699607",Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,"Sunwal-12, Sundar Basti, Sunwal, Nawalparasi W, लुम्बिनी प्रदेश, नेपाल"
"27.5875148,83.6920321",Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,"Sundar Basti, Sunwal, Nawalparasi W, लुम्बिनी प्रदेश, नेपाल"
"27.5776328,83.6938708",Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,"Sundar Basti, Sunwal, Nawalparasi W, लुम्बिनी प्रदेश, नेपाल"
"27.9796119,83.7507148",वालिङ,,स्याङ्जा,गण्डकी प्रदेश,"B.P. Chok, Waling-09, वालिङ, Waling, स्याङ्जा, गण्डकी प्रदेश, 33801, नेपाल"
"27.6886918,85.3649618",काठमाडौँ महानगरपालिका,कोटेश्वर,काठमाडौं जिल्ला,बागमती प्रदेश,"कोटेश्वर, Kathmandu-32, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44810, नेपाल"
"29.683852,80.6513672",Balach,,दार्चुला,सुदूरपश्चिम प्रदेश,"Shailyashikhar-01, Balach, Shailyashikhar, दार्चुला, सुदूरपश्चिम प्रदेश, नेपाल"
"28.4151588,83.7485162",Annapurna,,कास्की,गण्डकी प्रदेश,"Meshar, Isharu, Annapurna-11, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"28.4125008,83.7373916",Annapurna,,म्याग्दी,गण्डकी प्रदेश,"Deurali, Annapurna-06, Annapurna, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"28.4151389,83.7486299",Annapurna,,कास्की,गण्डकी प्रदेश,"Meshar, Isharu, Annapurna-11, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"28.4089636,83.7370168",Annapurna,,म्याग्दी,गण्डकी प्रदेश,"Deurali, Annapurna-06, Annapurna, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"28.4151643,83.7485324",Annapurna,,कास्की,गण्डकी प्रदेश,"Meshar, Isharu, Annapurna-11, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"27.4694017,83.286396",Lumbini Sanskritik,,रुपन्देही,लुम्बिनी प्रदेश,"Lumbini Bazaar, Lumbini Sanskritik, रुपन्देही, लुम्बिनी प्रदेश, 32914, नेपाल"
"27.729212,85.2831327",नागार्जुन,,काठमाडौं जिल्ला,बागमती प्रदेश,"सान्तिनगर, Nagarjun-02, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44620, नेपाल"
"26.6731518,87.2096251",रामधुनी नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Ramdhuni-01, रामधुनी नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"27.7055062,85.3478661",काठमाडौँ महानगरपालिका,सिनामंगल,काठमाडौं जिल्ला,बागमती प्रदेश,"सिनामंगल, Kathmandu-09, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"27.6800254,85.3183272",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-03, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 44707, नेपाल"
"27.7270363,85.3221302",काठमाडौँ महानगरपालिका,पानीपोखरी,काठमाडौं जिल्ला,बागमती प्रदेश,"पानीपोखरी, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 10378, नेपाल"
"27.7270546,85.3221221",काठमाडौँ महानगरपालिका,पानीपोखरी,काठमाडौं जिल्ला,बागमती प्रदेश,"पानीपोखरी, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 10378, नेपाल"
"27.8753159,83.5567969",Tansen,,पाल्पा,लुम्बिनी प्रदेश,"Tansen--03, Tansen, पाल्पा, लुम्बिनी प्रदेश, नेपाल"
"27.8604593,83.5537248",Tansen,,पाल्पा,लुम्बिनी प्रदेश,"Tansen--06, Tansen, पाल्पा, लुम्बिनी प्रदेश, नेपाल"
"28.2156966,83.9623697",Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,"बैदाम, Pokhara-06, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.869631,83.5453272",Tansen,,पाल्पा,लुम्बिनी प्रदेश,"Tansen--03, Tansen, पाल्पा, लुम्बिनी प्रदेश, नेपाल"
"27.7138582,85.3504812",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-08, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 00077, नेपाल"
"27.602364,85.3709932",गोदावरी,,ललितपुर जिल्ला,बागमती प्रदेश,"टौखेल, Godawari-03, गोदावरी, गोदावरी नगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 44709, नेपाल"
"28.2473421,83.9474171",Pokhara,पाडेली,कास्की,गण्डकी प्रदेश,"Suvalab Agro Farm and Tourisam, पाडेली, Pokhara-18, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.6845236,85.335204",काठमाडौँ महानगरपालिका,बानेश्वर,काठमाडौं जिल्ला,बागमती प्रदेश,"बानेश्वर, Kathmandu-31, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"28.1371911,83.4985157",Bareng,,बागलुङ,गण्डकी प्रदेश,"Bareng-02, Bareng, बागलुङ, गण्डकी प्रदेश, नेपाल"
"27.6703075,85.3245407",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-12, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, नेपाल"
"27.9959354,86.8283788",खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,"गोरक शेप, Khumbupasanglahmu-04, खुम्बु पासाङल्हामु गाउँपालिका, सोलुखुम्बु जिल्ला, कोशी प्रदेश, नेपाल"
"27.9616196,86.6831222",खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,"Gokyo, Khumbupasanglahmu-04, खुम्बु पासाङल्हामु गाउँपालिका, सोलुखुम्बु जिल्ला, कोशी प्रदेश, नेपाल"
"27.7125152,85.3087723",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-16, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"28.4232978,83.7366716",Annapurna,,कास्की,गण्डकी प्रदेश,"Dobato, Annapurna-11, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"27.9112848,84.8924288",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.571042,84.2871595",भरतपुर,,चितवन जिल्ला,बागमती प्रदेश,"Bharatpur-24, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.7905485,85.8984067",बाह्रविसे,,सिन्धुपाल्चोक जिल्ला,बागमती प्रदेश,"सुनकोशी बजार, Barhabise-04, बाह्रविसे, बाह्रविसे नगरपालिका, सिन्धुपाल्चोक जिल्ला, बागमती प्रदेश, 45305, नेपाल"
"27.6856363,85.345761",काठमाडौँ महानगरपालिका,कोटेश्वर,काठमाडौं जिल्ला,बागमती प्रदेश,"कोटेश्वर, Kathmandu-32, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44810, नेपाल"
"28.163521,83.9225925",Phedhikhola,,स्याङ्जा,गण्डकी प्रदेश,"Phedhikhola-01, Phedhikhola, स्याङ्जा, गण्डकी प्रदेश, नेपाल"
"28.1630887,83.921617",Phedhikhola,,स्याङ्जा,गण्डकी प्रदेश,"Phedhikhola-01, Phedhikhola, स्याङ्जा, गण्डकी प्रदेश, नेपाल"
"26.884974,87.9985373",इलाम,,इलाम जिल्ला,कोशी प्रदेश,"Illam-10, इलाम, इलाम नगरपालिका, इलाम जिल्ला, कोशी प्रदेश, 57300, नेपाल"
"28.6848364,80.94563",Ghodagodhi,,कैलाली,सुदूरपश्चिम प्रदेश,"Ghodagodhi-01, Ghodagodhi, कैलाली, सुदूरपश्चिम प्रदेश, नेपाल"
"26.6677066,87.2760553",इटहरी उपमहानगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Itahari-04, इटहरी उपमहानगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"27.6463508,85.535469",बनेपा,रविओपी,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"रविओपी, Banepa-05, बनेपा, बनेपा नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 46210, नेपाल"
"27.6787,85.3253424",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-11, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, नेपाल"
"28.187192,83.9664032",Pokhara,,कास्की,गण्डकी प्रदेश,"Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल"
"28.1849641,83.9643988",Pokhara,,कास्की,गण्डकी प्रदेश,"Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल"
"28.1097236,83.867351",पुतलीबजार,,स्याङ्जा,गण्डकी प्रदेश,"Ramkosh, Putalibazar-04, पुतलीबजार, Putalibazar, स्याङ्जा, गण्डकी प्रदेश, 33808, नेपाल"
"28.1236693,83.8547678",Putalibazar,,स्याङ्जा,गण्डकी प्रदेश,"Dekhine Danda, Putalibazar-04, Nagdanda, Putalibazar, स्याङ्जा, गण्डकी प्रदेश, 33808, नेपाल"
"27.7018295,83.4650375",बुटवल,,रुपन्देही,लुम्बिनी प्रदेश,"महेन्द्र चोक, बुटवल, Butwal, रुपन्देही, लुम्बिनी प्रदेश, 32907, नेपाल"
"27.6817703,85.3239671",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-10, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 00779, नेपाल"
"28.0413504,81.9569011",,,,,
"28.1219555,81.8022086",,,,,
"27.469685,83.8825757",,,,,
"27.7033383,83.27287",Siddhartha Binayak Tole,,रुपन्देही,लुम्बिनी प्रदेश,"साल्झण्डी, Sainamaina-09, Siddhartha Binayak Tole, रुपन्देही, लुम्बिनी प्रदेश, नेपाल"
"27.7006174,85.3814312",कागेश्वरी मनोहरा,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kageshwori Manohara-09, कागेश्वरी मनोहरा, कागेश्वरी मनोहरा नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"27.216676,85.9113622",कमलामाई,,सिन्धुली जिल्ला,बागमती प्रदेश,"अधेरी, Kamalamai-06, कमलामाई, कमलामाई नगरपालिका, सिन्धुली जिल्ला, बागमती प्रदेश, 45900, नेपाल"
"27.8739502,82.521204",लमही,,दाङ,लुम्बिनी प्रदेश,"आदर्शटोल, लमही-०५, लमही, दाङ, लुम्बिनी प्रदेश, नेपाल"
"27.8180095,82.7582844",Shitaganga,,अर्घाखाँची,लुम्बिनी प्रदेश,"Tanda, शितगंगा-०८, Dhodre, Shitaganga, अर्घाखाँची, लुम्बिनी प्रदेश, 22600, नेपाल"
"27.5662991,83.4665465",तिलोत्तमा,,रुपन्देही,लुम्बिनी प्रदेश,"कोटिहवा, Tilottama-15, तिलोत्तमा, Tilottama, रुपन्देही, लुम्बिनी प्रदेश, 32900, नेपाल"
"27.6710159,83.4061582",Butwal,,रुपन्देही,लुम्बिनी प्रदेश,"Butwal-15, Tamnagar, Butwal, रुपन्देही, लुम्बिनी प्रदेश, नेपाल"
"27.5362315,83.7541082",बर्दघाट,,Nawalparasi W,लुम्बिनी प्रदेश,"Bardaghat Susta-11, बर्दघाट, नवलपरासी पश्चिम / बर्दघाट सुस्ता पश्चिम, Nawalparasi W, लुम्बिनी प्रदेश, नेपाल"
"28.6284762,84.1480771",Neshyang,,मनाङ,गण्डकी प्रदेश,"Lower Pisang, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.2347915,83.6638867",कुश्मा,,पर्वत,गण्डकी प्रदेश,"Kushma-04, कुश्मा, Kushma, पर्वत, गण्डकी प्रदेश, नेपाल"
"27.974354,84.2705212",Byas,,तनहुँ,गण्डकी प्रदेश,"Byas-02, Byas, तनहुँ, गण्डकी प्रदेश, नेपाल"
"27.7155068,85.4689605",चाँगुनारायण,छालिङ,भक्तपुर जिल्ला,बागमती प्रदेश,"छालिङ, Changunarayan-05, चाँगुनारायण, चाँगुनारायण नगरपालिका, भक्तपुर जिल्ला, बागमती प्रदेश, 89130, नेपाल"
"26.6394403,87.5694374",पथरी शनिश्चरे नगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Pathari Shanishchare-04, पथरी शनिश्चरे नगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"27.626643,86.116196",वैतेश्वर गाउँपालिका,,दोलखा जिल्ला,बागमती प्रदेश,"वैतेश्वर, वैतेश्वर गाउँपालिका, दोलखा जिल्ला, बागमती प्रदेश, नेपाल"
"27.6845552,85.3178223",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-10, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 00779, नेपाल"
"27.4904107,83.2844351",Lumbini Sanskritik,,रुपन्देही,लुम्बिनी प्रदेश,"पर्सा, Lumbini Sanskritik, रुपन्देही, लुम्बिनी प्रदेश, 32914, नेपाल"
"27.7300621,84.8087396",बेनीघाट रोराङ गाउँपालिका,,धादिङ जिल्ला,बागमती प्रदेश,"सिमथली, Benighat Rorang-02, बेनीघाट रोराङ गाउँपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.2242725,84.3824438",Besisahar,,लमजुङ,गण्डकी प्रदेश,"Sera Faat, Besishahar-08, Besisahar, Besishahar, लमजुङ, गण्डकी प्रदेश, 33600, नेपाल"
"27.7015667,85.3526214",काठमाडौँ महानगरपालिका,सिनामंगल,काठमाडौं जिल्ला,बागमती प्रदेश,"सिनामंगल, Kathmandu-09, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"27.5814688,84.4944599",रत्ननगर नगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,"Bachhauli, Ratnanagar-06, रत्ननगर नगरपालिका, चितवन जिल्ला, बागमती प्रदेश, 44203, नेपाल"
"27.5710496,84.2871499",भरतपुर,,चितवन जिल्ला,बागमती प्रदेश,"Bharatpur-24, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.6738749,85.3141158",ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,"Lalitpur-04, ललितपुर, ललितपुर महानगरपालिका, ललितपुर जिल्ला, बागमती प्रदेश, 40000, नेपाल"
"27.6990968,85.3812841",कागेश्वरी मनोहरा,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kageshwori Manohara-07, कागेश्वरी मनोहरा, कागेश्वरी मनोहरा नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"27.0535257,85.6329018",लालबन्दी,,सर्लाही जिल्ला,मधेश प्रदेश,"Lalbandi-07, लालबन्दी, लालबन्दी नगरपालिका, सर्लाही जिल्ला, मधेश प्रदेश, नेपाल"
"28.0603879,81.6195063",नेपालगञ्ज,,बाँके,लुम्बिनी प्रदेश,"Nepalgunj-11, नेपालगञ्ज, NSMC-24 | Khas Karkando, बाँके, लुम्बिनी प्रदेश, नेपाल"
"27.7622656,85.3275727",टोखा,टोखा सरस्वती,काठमाडौं जिल्ला,बागमती प्रदेश,"टोखा सरस्वती, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44608, नेपाल"
"28.1055545,84.4674401",Rainas,,लमजुङ,गण्डकी प्रदेश,"Rainas-06, Rainas, लमजुङ, गण्डकी प्रदेश, नेपाल"
"27.4073638,86.4402441",मोलुङ गाउँपालिका,,ओखलढुङ्गा जिल्ला,कोशी प्रदेश,"Molung-07, मोलुङ गाउँपालिका, ओखलढुङ्गा जिल्ला, कोशी प्रदेश, नेपाल"
"28.0635854,81.6147682",नेपालगञ्ज,,बाँके,लुम्बिनी प्रदेश,"Nepalgunj-12, नेपालगञ्ज, NSMC-24 | Khas Karkando, बाँके, लुम्बिनी प्रदेश, नेपाल"
"26.8754782,87.332611",सागुरीगढी गाउँपालिका,,धनकुटा जिल्ला,कोशी प्रदेश,"सागुरीगढी, सागुरीगढी गाउँपालिका, धनकुटा जिल्ला, कोशी प्रदेश, नेपाल"
"26.509704,86.7688396",राजविराज नगरपालिका,,सप्तरी जिल्ला,मधेश प्रदेश,"Rajbiraj-12, राजविराज नगरपालिका, सप्तरी जिल्ला, मधेश प्रदेश, नेपाल"
"26.4474063,87.2803932",बिराटनगर महानगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Biratnagar-10, बिराटनगर महानगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"27.9704328,84.2678679",Byas,,तनहुँ,गण्डकी प्रदेश,"Byas-03, Byas, तनहुँ, गण्डकी प्रदेश, नेपाल"
