name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
Shiva Shankhar Hotel,Not Available,hotel,Not Available,Not Available,9813905607,Not Available,http://www.shivashankarhotel.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7105987,85.3446253
Hotel Arts,Not Available,hotel,Not Available,Not Available,9510200713,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7160346,85.31058
Chillout Holiday Home,Not Available,hotel,Not Available,Not Available,9851042289; 9851131425,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7109305,85.3121826
Hotel Everest Nepal,Not Available,hotel,Not Available,Not Available,9851029611,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,Not Available,27.7120958,85.3131634
Kasthamandap Boutique Hotel,Not Available,hotel,Not Available,Not Available,9851022200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7116334,85.3132246
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6866133,85.3330104
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New roads,Not Available,Not Available,27.7056281,85.3102298
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24 Hours,NIC Asia,Not Available,Not Available,Not Available,Not Available,27.707315,85.3445199
Hotel Surya,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7070939,85.3441215
Hotel Adhar and Guest House,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7070597,85.344219
Hotel Jyoti and Guest House,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7075732,85.343628
Hotel Sagarmatha and Lodge,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7080232,85.3422328
The Everest Hotel Kathmandu,Not Available,hotel,Not Available,Not Available,14780100,dos@theeveresthotel.com,https://theeveresthotel.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6914846,85.3420517
Traditional Comfort- A Boutique Hotel,Not Available,hotel,Not Available,Not Available,4410454,manager@traditionalcomfort.com,https://traditionalcomfort.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7109721,85.3231502
Aria Boutique Hotel & Spa,Not Available,hotel,Not Available,Not Available,9851031027,chairman.kailashgroupnepal@gmail.com,https://www.ariaboutiquehotel.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7117349,85.3090618
Four Seasons Boutique Hotel & Spa,Not Available,hotel,Not Available,Not Available,9851031027,chairman.kailashgroupnepal@gmail.com,www.fourseasonsboutiquehotel.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7121101,85.309265
Ramada Encore Hotel,Not Available,hotel,Not Available,Not Available,9802323402,Se@ramadaencorekathmandu.com,https://www.ramadaencorekathmandu.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715099,85.3086716
Nana Hotels and Resorts,Not Available,hotel,Not Available,Not Available,9813109752,vivek.pyakuryal@gmail.com,https://www.nana.com.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7155644,85.3106216
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,Nic Asia ATM,Nic Asia,Not Available,Not Available,Not Available,27.6943038,85.337186
प्रसुती गृह,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6894511,85.3187788
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6930637,85.3409575
Not Available,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6862181,85.3331354
Black Mountain,Not Available,hotel,Not Available,Not Available,9851032613,shresthakeshab613@gmail.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7023945,85.3507577
Platinum Hotel,Not Available,hotel,Not Available,Not Available,9851097039,info@platinumhotel.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6983413,85.2914407
Rosebud Hotel & Resort,Not Available,hotel,Not Available,Not Available,+977 985-1090483,rosebudhotelkathmandu@gmail.com,Not Available,Not Available,Not Available,Not Available,Purano Dhalko Marg,Not Available,Not Available,27.7114493,85.3059736
Aloft Kathmandu Thamel,Not Available,hotel,Not Available,Not Available,9801976000,Gmsecy@aloftkathmanduthamel.com; vikram.singh3@marriott.com,Not Available,Not Available,Not Available,Aloft,Not Available,Not Available,Not Available,27.7158609,85.3132203
Amar Hotel,Not Available,hotel,Not Available,Not Available,+977-1-4278408; +977-1-4283493,amarhotelnepal@gmail.com,https://www.amarhotelnepal.com/,Not Available,Not Available,Not Available,Tahachal,Kathmandu,Not Available,27.6988415,85.294429
Ambassador Garden Home,Not Available,hotel,Not Available,Not Available,+977-1-4700724; +977-1-4701133,info@aghhotel.com,https://aghhotel.com/booking/,Not Available,Not Available,Not Available,Chaksibari Marg,Kathmandu,Not Available,27.7148853,85.3099357
Not Available,Not Available,hostel,Not Available,Not Available,9843757761,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7320604,85.3341359
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,http://engraldiagnosticlabs.com,Not Available,Not Available,Not Available,Kamalpokhari,Not Available,Not Available,27.7100731,85.3249578
Not Available,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7270118,85.3020248
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Nepal Investment Bank Limited,Not Available,Not Available,Not Available,Not Available,27.7138786,85.3131763
Not Available,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7201474,85.3609091
स्वर्णिम बचत तथा ऋण सहकारी लि,bank,Not Available,Not Available,Not Available,015235086,swarnimcoop113@gmail.com,Not Available,Su-Fr 09:00-18:00,Not Available,Not Available,Lik Marg,Not Available,Not Available,27.6926187,85.2822605
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Nabil Bank,Not Available,Not Available,Not Available,Not Available,27.7110865,85.3088075
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.718122,85.3483764
शेहेन्शा मेडिको फार्मा,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715919,85.3127788
Tisa Farma,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715103,85.312571
Hotel buddy,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7147194,85.312597
Hotel buddy,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7147129,85.3125836
Yatri,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7147464,85.312595
Milarepa,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7142004,85.3140905
नेपाली घर,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.716553,85.3131596
Souvenir Guest House,Not Available,guest_house,Not Available,Not Available,4410277,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7161902,85.3131856
Om Lumbini Hygienic Food Centre,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7159763,85.3130444
K Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7159784,85.3129389
Thamel Home,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7172699,85.3126051
Hotel Bright Star,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7173865,85.3125329
Annapurna Guest house,Not Available,hotel,Not Available,Not Available,+977-1-4417461; +977-9851027653,info@annapurnagh.com; annapurnagh@yahoo.com,Not Available,Not Available,Not Available,Not Available,Bhagwanbahal,Kathmandu,Not Available,27.7173628,85.3123582
यूरो बहुउद्देश्यीय सहकारी लिमिटेड,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.714457,85.3123648
नेपाल इन्भेष्टमेन्ट मेघा बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7139129,85.3130652
Three Monkeys Tourist Hostel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7156844,85.3141271
ओएसिस काठमाडौं होटल,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7152396,85.3142386
एभरल्याण्ड काठमाडौं होटल (ठमेल),Not Available,hotel,Not Available,Not Available,+977 01 5907276,info@everlandkathmanduhotel.com,https://www.everlandkathmanduhotel.com/,24/7,Not Available,Not Available,Keshar Mahal Marg,Not Available,Not Available,27.715888,85.3142177
Lhasa Guest House,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7118025,85.3121657
Buddha Bagaicha Hotel Pvt.Ltd,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7117778,85.3121645
Shwarojgar Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7113875,85.312065
Shwarojgar Pharma,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7112803,85.3122317
Jyatha Inn Guest House,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7108381,85.3122751
Hotel Blue Diamond Pvt.Ltd,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7125531,85.3122301
Hotel Namtso,Not Available,hotel,Not Available,Not Available,14239652,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7125923,85.3122338
Hotel Felicity Pvt. Ltd.,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.712151,85.3121799
Tian Wang Xing Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7141118,85.3124412
Hotel Thamel House,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7170581,85.3116731
Tibet Guest House,Not Available,guest_house,Not Available,Not Available,"4260383, 4251763",tibet@mail.com.np,http://www.tibetguesthouse.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.712022,85.308997
Kathmandu Regency Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7114267,85.3088905
Fujiya Guest House,Not Available,guest_house,Not Available,Not Available,609180825,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7115102,85.3089383
Pratistha Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7115278,85.3086718
Deraj Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7104864,85.3108015
Hotel De Universe,Not Available,hotel,Not Available,Not Available,14248004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7103631,85.3108351
Kumari Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7103919,85.3108619
Citizens Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7104244,85.3107447
Jana Adhar Saving And Credit,bank,Not Available,Not Available,Not Available,14226098,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7105625,85.3102722
Citizen Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7105779,85.3107989
Hotel Triratna,Not Available,hotel,Not Available,Not Available,15365298,Info@hoteltriratna.com,https://www.hoteltriratna.com/,09:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7118506,85.3113489
Rosemary Hostel,Not Available,hostel,Not Available,Not Available,+9779841959517,rosemaryhostel123@gmail.com,https://www.rosemaryhostels.com/,24/7,Not Available,Not Available,Tahiti,Not Available,Not Available,27.7107743,85.3110553
8848 Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7106834,85.3110574
Hotel Yukhang,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7122917,85.3102243
Hotel Green Horizon,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7129495,85.3097414
Oyo Tayoma,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7122149,85.3104793
Hotel Travelers Home,Not Available,hotel,Not Available,Not Available,14233802,sales@travelershome.com.np,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7123367,85.3108452
Thamel Apartment,Not Available,hotel,Not Available,Not Available,14220353,thamel.apartments@gmail.com,Not Available,24:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7122532,85.3111485
Sanima Bank Atm,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7145582,85.3102634
नबिल बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.714523,85.310166
Safe Hand Sahakari Bachat And Reed Sahakari Sastha,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7139986,85.3102508
Oscar Guest House,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7133823,85.3100851
The Kathamndu Hotel Pvt. Ltd,Not Available,hotel,Not Available,Not Available,4255336,info@theaddresskathmanduhotel.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713642,85.3102959
Thamel Villa Heritage Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7136222,85.3099149
The Address Kathmandu Hotel,Not Available,hotel,Not Available,Not Available,14260230,info@theaddresskathmnaduhotel.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7134486,85.3102069
Mahalaxmi Bikash Bank Ltd.,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7134824,85.3103042
Nmb Bank,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7134647,85.3103111
Nepal Investment Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7134186,85.3100971
Nepal Investment Bank Atm,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7134475,85.3100943
Hotel Namaste And Spa,Not Available,hotel,Not Available,Not Available,980050000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7131435,85.3101584
Hotel Access Nepal,Not Available,hotel,Not Available,Not Available,14701385,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7150195,85.3100165
एन.एम.बी. बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7150715,85.3101734
Kathmandu Guest House,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7155833,85.310125
कुमारी बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715067,85.3101976
Atm Lounge 6,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7149223,85.3103791
एटीएम लाउन्ज,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7148474,85.310523
Bank of Kathmandu,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7150614,85.3102038
सनराइज बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7150626,85.3101769
Hotel President Thamel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7143786,85.3119588
हिमालयन बैंक लिमिटेड,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7149204,85.3109498
Mandala Suite,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7144593,85.310695
Prabhu Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7140958,85.3113632
New Shree Guest House,Not Available,guest_house,Not Available,Not Available,14266277,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7142401,85.3107419
Hotel Agaman With Apartment,Not Available,hotel,Not Available,Not Available,14701874,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7142525,85.3107363
A One Lumbini Tandoori Dhawa Restaurant,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.714357,85.3106704
Hotel Seven Star Pvt Ltd,Not Available,hotel,Not Available,Not Available,4218708,info@hotelsevenstar.com.np,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7141367,85.3113951
Hotel Nepal Tara,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7140125,85.3111931
Thamel Peace Villa Hotel,Not Available,hotel,Not Available,Not Available,4700166,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.714426,85.3106932
Tapari Momo Stick Food,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715118,85.3117969
अकिरा फार्मेसी,pharmacy,Not Available,Not Available,Not Available,4511568,Not Available,Not Available,08:00-21:30,Not Available,Not Available,Not Available,Not Available,Not Available,27.7151045,85.3118533
Metropolitan Tourist Information Centre,police,Not Available,Not Available,Not Available,4247041,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7151567,85.3116411
Sky Line Hotel,Not Available,hotel,Not Available,Not Available,14444399,Not Available,www.skylinepvtltd.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715187,85.3114009
New White Lotus Guest House And Roof Top Garden,Not Available,hotel,Not Available,Not Available,4429386,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7153591,85.3113334
एभरेस्ट बैंक,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7173062,85.3265191
Everest Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7172967,85.3264636
Global IME Bank,bank,Not Available,Not Available,Not Available,014517166,putalisadak@gibl.com.np,http://www.globalimebank.com.np,Su-Fr 09:30-17:30,Not Available,Not Available,New Plaza Marg,Kathmandu,Not Available,27.700727,85.323852
Hotel Luna Kathmandu,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7167297,85.3120921
Citizens Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Fr 09:00-17:00,Not Available,Citizens Bank International,Narayanhiti Path,Kathmandu,Not Available,27.7135442,85.3206242
City Planning Commission,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jeetjung Marg,Kathmandu,Not Available,27.6907498,85.3217905
शिला फार्मेसी,pharmacy,Not Available,Not Available,Not Available,015149562,Not Available,Not Available,Not Available,Not Available,Not Available,Gandnayak Marg,kathmandu municipality,Not Available,27.6730846,85.3518078
NIC Asia bank Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Su-Fr 10:00-17:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.6735297,85.351228
सम्पदा फार्मा/क्लिनिक,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6881267,85.2864354
Not Available,doctors,Not Available,Not Available,Not Available,Not Available,imsaritab@gmail.com,Not Available,Not Available,Not Available,Not Available,Residential Road,Not Available,Not Available,27.7330616,85.2928884
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6999428,85.3442241
Not Available,Not Available,apartment,Not Available,Not Available,9841242224,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.726549,85.3628333
Not Available,Not Available,apartment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7443978,85.3353148
भिजन पोलिक्लिनिक,hospital,Not Available,Not Available,Not Available,015100930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6754331,85.3448619
राष्ट्रिय बाणिज्य बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Su-Th 10:00-16:00; Fr 10:00-13:00,Not Available,Not Available,Kalanki,Not Available,Not Available,27.6942036,85.2845737
Not Available,pharmacy,Not Available,Not Available,Not Available,9803929919,sajan6162mahato@gmail.com,Not Available,Mo-Su 07:00-22:00,Not Available,Not Available,Sahayogi Nagar Marga,Not Available,Not Available,27.6793237,85.339603
समाज डेन्टल,hospital,Not Available,Not Available,yes,Not Available,Not Available,Not Available,Not Available,Samaj Dental,Not Available,Bibhuti Janak Marg,Kathmandu,Not Available,27.6910912,85.3369386
Not Available,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7242755,85.3599035
Hyatt Place Kathmandu,Not Available,hotel,Not Available,Not Available,+977 1 538 1234,Not Available,https://www.hyatt.com/en-US/hotel/nepal/hyatt-place-kathmandu/ktmzk,Not Available,Not Available,Hyatt Place,Red Cross Road,Kathmandu,44614,27.6991545,85.2892474
Not Available,doctors,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7061606,85.3113836
Provident Merchant Banking Limited प्रोभिडेन्ट मर्चेन्ट बैंकिङ्ग लिमिटेड,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,su-fr 09:30-17:00,Provident,Not Available,Sankhamul Marg,kathmandu,Not Available,27.6879494,85.3355248
Kastamandap Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6846361,85.3297095
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7194796,85.3573953
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.715318,85.3433515
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Laxmi Bank,Not Available,Not Available,Not Available,Not Available,27.7170479,85.3470129
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7169135,85.3487191
सिद्धार्थ बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7169253,85.3471968
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7173773,85.3507103
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7168258,85.3471644
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7165256,85.3573576
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7201504,85.3591114
Not Available,police,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.720176,85.3596866
Shine Home And Apartment,Not Available,guest_house,Not Available,Not Available,+977 1 4385190,Not Available,Not Available,Not Available,Not Available,Not Available,Rayamajhi Marg,Kathmandu,44600,27.7221997,85.3099731
